t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279545745277827e+11,-2.086298811703055e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694750000000001e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279545753262124e+11,-2.038021393378594e+08,3.751667303408742e+00,2.412989223132015e+04,4.194694459915901e+00,2.682092238259007e+04,1.689924489321291e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279545760376414e+11,-1.989743490214192e+08,3.291873904866935e+00,2.412989229842725e+04,3.711573092291765e+00,2.682119249918130e+04,1.685098568298014e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279545766623943e+11,-1.941465099464193e+08,2.832080505144406e+00,2.412989235677301e+04,3.228249769940251e+00,2.682146414953874e+04,1.680272263492532e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279545772000250e+11,-1.893186218352257e+08,2.372287104437914e+00,2.412989240635743e+04,2.744722152895691e+00,2.682173734700902e+04,1.675445571303862e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279545776504868e+11,-1.844906844081362e+08,1.912493702870067e+00,2.412989244718053e+04,2.260987867077222e+00,2.682201210514266e+04,1.670618491260208e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279545780137324e+11,-1.796626973829983e+08,1.452700300607813e+00,2.412989247924230e+04,1.777044503666891e+00,2.682228843764843e+04,1.665791020523411e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279545782901993e+11,-1.748346604755479e+08,9.929068978180967e-01,2.412989250254274e+04,1.292889618575033e+00,2.682256635845299e+04,1.660963157423475e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279545784793961e+11,-1.700065733982797e+08,5.331134946613598e-01,2.412989251708184e+04,8.085207316640666e-01,2.682284588153721e+04,1.656134899760753e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279545785812445e+11,-1.651784358614817e+08,7.332009130373084e-02,2.412989252285962e+04,3.239353261781003e-01,2.682312702109611e+04,1.651306245977776e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279545785957968e+11,-1.603502475729702e+08,-3.864733120793816e-01,2.412989251987606e+04,-1.608691518948816e-01,2.682340979150817e+04,1.646477193830391e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279545785233669e+11,-1.555220082381276e+08,-8.462667153206772e-01,2.412989250813118e+04,-6.458952944190947e-01,2.682369420735343e+04,1.641647741367863e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279545783634491e+11,-1.506937175591342e+08,-1.306060118243503e+00,2.412989248762495e+04,-1.131145731967862e+00,2.682398028328873e+04,1.636817886293080e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279545781159891e+11,-1.458653752358350e+08,-1.765853520692110e+00,2.412989245835741e+04,-1.616623134417184e+00,2.682426803419964e+04,1.631987626443628e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279545777813892e+11,-1.410369809656629e+08,-2.225646922499553e+00,2.412989242032852e+04,-2.102330211599166e+00,2.682455747520407e+04,1.627156961372868e+08
2.70000000e+03,2.279399985884028e+11,2.536767483550184e+07,2.279545773593153e+11,-1.362085344428453e+08,-2.685440323498885e+00,2.412989237353831e+04,-2.588269714089052e+00,2.682484862151442e+04,1.622325886812309e+08
2.88000000e+03,2.279399980636422e+11,2.971105545800518e+07,2.279545768495486e+11,-1.313800353589406e+08,-3.145233723548724e+00,2.412989231798677e+04,-3.074444434013314e+00,2.682514148854044e+04,1.617494402591532e+08
3.06000000e+03,2.279399974561187e+11,3.405443607003527e+07,2.279545762523956e+11,-1.265514834030201e+08,-3.605027122489859e+00,2.412989225367390e+04,-3.560857205685128e+00,2.682543609194045e+04,1.612662504898430e+08
3.24000000e+03,2.279399967658324e+11,3.839781666970053e+07,2.279545755677532e+11,-1.217228782610797e+08,-4.064820520122042e+00,2.412989218059970e+04,-4.047510906368624e+00,2.682573244751404e+04,1.607830192677822e+08
3.42000000e+03,2.279399959927833e+11,4.274119725542390e+07,2.279545747952583e+11,-1.168942196161202e+08,-4.524613916278329e+00,2.412989209876416e+04,-4.534408457231712e+00,2.682603057122241e+04,1.602997463094227e+08
3.60000000e+03,2.279399951369714e+11,4.708457782562837e+07,2.279545739352563e+11,-1.120655071486257e+08,-4.984407310791773e+00,2.412989200816730e+04,-5.021552823997340e+00,2.682633047930587e+04,1.598164314690785e+08
3.78000000e+03,2.279399941983967e+11,5.142795837873688e+07,2.279545729876081e+11,-1.072367405358858e+08,-5.444200703495425e+00,2.412989190880910e+04,-5.508947017730383e+00,2.682663218814570e+04,1.593330745628869e+08
3.96000000e+03,2.279399931770591e+11,5.577133891317239e+07,2.279545719519377e+11,-1.024079194521232e+08,-5.903994094222343e+00,2.412989180068958e+04,-5.996594095894325e+00,2.682693571429688e+04,1.588496752297158e+08
4.14000000e+03,2.279399920729588e+11,6.011471942735787e+07,2.279545708287732e+11,-9.757904356896859e+07,-6.363787482805575e+00,2.412989168380872e+04,-6.484497162988636e+00,2.682724107462502e+04,1.583662333691531e+08
4.32000000e+03,2.279399908860956e+11,6.445809991971627e+07,2.279545696176545e+11,-9.275011255456325e+07,-6.823580869078178e+00,2.412989155816653e+04,-6.972659371484568e+00,2.682754828608758e+04,1.578827486832459e+08
4.50000000e+03,2.279399896164696e+11,6.880148038867056e+07,2.279545683184345e+11,-8.792112607412167e+07,-7.283374252873206e+00,2.412989142376301e+04,-7.461083922865782e+00,2.682785736588937e+04,1.573992210337028e+08
4.68000000e+03,2.279399882640809e+11,7.314486083264370e+07,2.279545669316729e+11,-8.309208379000759e+07,-7.743167634023710e+00,2.412989128059816e+04,-7.949774068268320e+00,2.682816833153266e+04,1.569156501503792e+08
4.86000000e+03,2.279399868289293e+11,7.748824125005865e+07,2.279545654565894e+11,-7.826298536091623e+07,-8.202961012362746e+00,2.412989112867198e+04,-8.438733109687155e+00,2.682848120057953e+04,1.564320357459277e+08
5.04000000e+03,2.279399853110149e+11,8.183162163933834e+07,2.279545638936530e+11,-7.343383044281101e+07,-8.662754387723362e+00,2.412989096798447e+04,-8.927964400816002e+00,2.682879599096023e+04,1.559483777449948e+08
5.22000000e+03,2.279399837103377e+11,8.617500199890579e+07,2.279545622425995e+11,-6.860461868815517e+07,-9.122547759938620e+00,2.412989079853563e+04,-9.417471347916168e+00,2.682911272074288e+04,1.554646757978076e+08
