t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279364214537435e+11,-2.092203224342079e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694750000000004e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279364222549007e+11,-2.043925805193655e+08,3.751667303408742e+00,2.412989223132015e+04,4.223482909457615e+00,2.682092331466040e+04,1.689907477294967e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279364229743288e+11,-1.995647899491069e+08,3.291873904866935e+00,2.412989229842725e+04,3.769411070888107e+00,2.682119439209779e+04,1.685064445890780e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279364236119200e+11,-1.947369504454901e+08,2.832080505144406e+00,2.412989235677301e+04,3.315388739528622e+00,2.682146701985786e+04,1.680220932241325e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279364241676906e+11,-1.899090617282383e+08,2.372287104437914e+00,2.412989240635743e+04,2.861416491775646e+00,2.682174121162532e+04,1.675376932882305e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279364246420341e+11,-1.850811235149037e+08,1.912493702870067e+00,2.412989244718053e+04,2.407494912539122e+00,2.682201698129105e+04,1.670532444467067e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279364250345727e+11,-1.802531355198878e+08,1.452700300607813e+00,2.412989247924230e+04,1.953624595256214e+00,2.682229434281947e+04,1.665687464267678e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279364253453184e+11,-1.754250974553879e+08,9.929068978180967e-01,2.412989250254274e+04,1.499806142138790e+00,2.682257331038759e+04,1.660841990220014e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279364255743590e+11,-1.705970090310916e+08,5.331134946613598e-01,2.412989251708184e+04,1.046040164320877e+00,2.682285389835047e+04,1.655996018715956e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279364257219318e+11,-1.657688699541910e+08,7.332009130373084e-02,2.412989252285962e+04,5.923272820492562e-01,2.682313612125267e+04,1.651149547279910e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279364257877447e+11,-1.609406799288558e+08,-3.864733120793816e-01,2.412989251987606e+04,1.386681247475792e-01,2.682341999375057e+04,1.646302572035293e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279364257718101e+11,-1.561124386568281e+08,-8.462667153206772e-01,2.412989250813118e+04,-3.149366687440780e-01,2.682370553071369e+04,1.641455091647777e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279364256742340e+11,-1.512841458372214e+08,-1.306060118243503e+00,2.412989248762495e+04,-7.684864500036619e-01,2.682399274720196e+04,1.636607102011949e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279364254952043e+11,-1.464558011664664e+08,-1.765853520692110e+00,2.412989245835741e+04,-1.221980560828724e+00,2.682428165846760e+04,1.631758600001594e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279364252344614e+11,-1.416274043379433e+08,-2.225646922499553e+00,2.412989242032852e+04,-1.675418333144288e+00,2.682457227989517e+04,1.626909583836927e+08
2.70000000e+03,2.279399985884028e+11,2.536767483550184e+07,2.279364248920183e+11,-1.367989550424272e+08,-2.685440323498885e+00,2.412989237353831e+04,-2.128799088759256e+00,2.682486462708967e+04,1.622060049293151e+08
2.88000000e+03,2.279399980636422e+11,2.971105545800518e+07,2.279364244679431e+11,-1.319704529678987e+08,-3.145233723548724e+00,2.412989231798677e+04,-2.582122139187417e+00,2.682515871585311e+04,1.617209993650622e+08
3.06000000e+03,2.279399974561187e+11,3.405443607003527e+07,2.279364239624854e+11,-1.271418977995759e+08,-3.605027122489859e+00,2.412989225367390e+04,-3.035386785424921e+00,2.682545456220328e+04,1.612359413474329e+08
