t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279216723316409e+11,-2.082644860538276e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694749999999998e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279216731348207e+11,-2.034367442726246e+08,3.751667303408742e+00,2.412989223132015e+04,4.246902226220206e+00,2.682092180527475e+04,1.689934798173152e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279216738605413e+11,-1.986089541135668e+08,3.291873904866935e+00,2.412989229842725e+04,3.816431426204679e+00,2.682119132771665e+04,1.685119245547531e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279216745087559e+11,-1.937811153035071e+08,2.832080505144406e+00,2.412989235677301e+04,3.386213557826917e+00,2.682146237374048e+04,1.680303367514553e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279216750795846e+11,-1.889532275670758e+08,2.372287104437914e+00,2.412989240635743e+04,2.956251541589344e+00,2.682173495657539e+04,1.675487162643499e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279216755730371e+11,-1.841252906264156e+08,1.912493702870067e+00,2.412989244718053e+04,2.526548340428316e+00,2.682200908959021e+04,1.670670630836026e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279216759891349e+11,-1.792973042012587e+08,1.452700300607813e+00,2.412989247924230e+04,2.097106960364255e+00,2.682228478631043e+04,1.665853769285775e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279216763280305e+11,-1.744692680089879e+08,9.929068978180967e-01,2.412989250254274e+04,1.667930451373054e+00,2.682256206043378e+04,1.661036576700884e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279216765895599e+11,-1.696411817642720e+08,5.331134946613598e-01,2.412989251708184e+04,1.239021908020908e+00,2.682284092578069e+04,1.656219051899568e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279216767741061e+11,-1.648130451796773e+08,7.332009130373084e-02,2.412989252285962e+04,8.103844704167189e-01,2.682312139639783e+04,1.651401193402517e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279216768813015e+11,-1.599848579646811e+08,-3.864733120793816e-01,2.412989251987606e+04,3.820213248406612e-01,2.682340348640749e+04,1.646583000187691e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279216769116380e+11,-1.551566198268158e+08,-8.462667153206772e-01,2.412989250813118e+04,-4.606429526890113e-02,2.682368721020024e+04,1.641764469850717e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279216768648112e+11,-1.503283304704533e+08,-1.306060118243503e+00,2.412989248762495e+04,-4.738691085966073e-01,2.682397258224183e+04,1.636945602037830e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279216767410035e+11,-1.454999895976803e+08,-1.765853520692110e+00,2.412989245835741e+04,-9.013897850458852e-01,2.682425961722708e+04,1.632126394304505e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279216765403675e+11,-1.406715969078951e+08,-2.225646922499553e+00,2.412989242032852e+04,-1.328622944822883e+00,2.682454833002148e+04,1.627306846110201e+08
