t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279503198705010e+11,-2.089433262518629e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694750000000007e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279503206696186e+11,-2.041155843756681e+08,3.751667303408742e+00,2.412989223132015e+04,4.201438050426785e+00,2.682092287745711e+04,1.689915484684436e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279503213830102e+11,-1.992877939245020e+08,3.291873904866935e+00,2.412989229842725e+04,3.725124757823402e+00,2.682119350407293e+04,1.685080508393933e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279503220106503e+11,-1.944599546219180e+08,2.832080505144406e+00,2.412989235677301e+04,3.248668129980185e+00,2.682146567321374e+04,1.680245094443601e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279503225525126e+11,-1.896320661890458e+08,2.372287104437914e+00,2.412989240635743e+04,2.772066501369890e+00,2.682173939842724e+04,1.675409241921584e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279503230085706e+11,-1.848041283445603e+08,1.912493702870067e+00,2.412989244718053e+04,2.295318182076987e+00,2.682201469342036e+04,1.670572947739740e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279503233787973e+11,-1.799761408046567e+08,1.452700300607813e+00,2.412989247924230e+04,1.818421457364408e+00,2.682229157206161e+04,1.665736209245579e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279503236631655e+11,-1.751481032830151e+08,9.929068978180967e-01,2.412989250254274e+04,1.341374587233538e+00,2.682257004838357e+04,1.660899024986896e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279503238616472e+11,-1.703200154907784e+08,5.331134946613598e-01,2.412989251708184e+04,8.641758059752448e-01,2.682285013658501e+04,1.656061392607373e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279503239742143e+11,-1.654918771365173e+08,7.332009130373084e-02,2.412989252285962e+04,3.868233217097049e-01,2.682313185103349e+04,1.651223307531955e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279503240008380e+11,-1.606636879262007e+08,-3.864733120793816e-01,2.412989251987606e+04,-9.068468408263729e-02,2.682341520626824e+04,1.646384769557961e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279503239415135e+11,-1.558354475631826e+08,-8.462667153206772e-01,2.412989250813118e+04,-5.683500570361283e-01,2.682370021700498e+04,1.641545775062513e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279503237962482e+11,-1.510071557481581e+08,-1.306060118243503e+00,2.412989248762495e+04,-1.046174670388917e+00,2.682398689813771e+04,1.636706322269601e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279503235649595e+11,-1.461788121790655e+08,-1.765853520692110e+00,2.412989245835741e+04,-1.524160425493545e+00,2.682427526472931e+04,1.631866408160399e+08
