t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279622329584980e+11,-2.077929058490509e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694749999999985e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279622337557308e+11,-2.029651641335348e+08,3.751667303408742e+00,2.412989223132015e+04,4.182562046881381e+00,2.682092106118089e+04,1.689948514873786e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279622344642331e+11,-1.981373741774656e+08,3.291873904866935e+00,2.412989229842725e+04,3.687187637092204e+00,2.682118981611966e+04,1.685146757545818e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279622350832254e+11,-1.933095357094981e+08,2.832080505144406e+00,2.412989235677301e+04,3.191506842280514e+00,2.682146008135980e+04,1.680344753373017e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279622356130178e+11,-1.884816484569289e+08,2.372287104437914e+00,2.412989240635743e+04,2.695516139681240e+00,2.682173186993558e+04,1.675542502955560e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279622360536937e+11,-1.836537121444862e+08,1.912493702870067e+00,2.412989244718053e+04,2.199211955510679e+00,2.682200519500360e+04,1.670740005048019e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279622364047367e+11,-1.788257264940400e+08,1.452700300607813e+00,2.412989247924230e+04,1.702590664286259e+00,2.682228006980018e+04,1.665937257884804e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279622366664619e+11,-1.739976912257264e+08,9.929068978180967e-01,2.412989250254274e+04,1.205648587961595e+00,2.682255650781257e+04,1.661134262555067e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279622368388744e+11,-1.691696060569892e+08,5.331134946613598e-01,2.412989251708184e+04,7.083819947776077e-01,2.682283452264635e+04,1.656331017278773e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279622369215220e+11,-1.643414707024719e+08,7.332009130373084e-02,2.412989252285962e+04,2.107870985209804e-01,2.682311412801064e+04,1.651527521269305e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279622369145071e+11,-1.595132848747530e+08,-3.864733120793816e-01,2.412989251987606e+04,-2.871399424256074e-01,2.682339533783944e+04,1.646723774433415e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279622368181868e+11,-1.546850482840510e+08,-8.462667153206772e-01,2.412989250813118e+04,-7.854030262075865e-01,2.682367816625816e+04,1.641919775623489e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279622366319598e+11,-1.498567606373701e+08,-1.306060118243503e+00,2.412989248762495e+04,-1.284006108448569e+00,2.682396262744399e+04,1.637115523867288e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279622363557831e+11,-1.450284216395380e+08,-1.765853520692110e+00,2.412989245835741e+04,-1.782953203152083e+00,2.682424873580632e+04,1.632311019210847e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279622359899216e+11,-1.402000309929610e+08,-2.225646922499553e+00,2.412989242032852e+04,-2.282248383830689e+00,2.682453650595966e+04,1.627506260670857e+08
2.70000000e+03,2.279399985884028e+11,2.536767483550184e+07,2.279622355343031e+11,-1.353715883971808e+08,-2.685440323498885e+00,2.412989237353831e+04,-2.781895784666399e+00,2.682482595265041e+04,1.622701247573932e+08
2.88000000e+03,2.279399980636422e+11,2.971105545800518e+07,2.279622349885785e+11,-1.305430935489102e+08,-3.145233723548724e+00,2.412989231798677e+04,-3.281899601446141e+00,2.682511709076643e+04,1.617895978751850e+08
3.06000000e+03,2.279399974561187e+11,3.405443607003527e+07,2.279622343527001e+11,-1.257145461423518e+08,-3.605027122489859e+00,2.412989225367390e+04,-3.782264092689186e+00,2.682540993540754e+04,1.613090453868268e+08
3.24000000e+03,2.279399967658324e+11,3.839781666970053e+07,2.279622336266630e+11,-1.208859458689966e+08,-4.064820520122042e+00,2.412989218059970e+04,-4.282993580815621e+00,2.682570450185798e+04,1.608284671898381e+08
3.42000000e+03,2.279399959927833e+11,4.274119725542390e+07,2.279622328108178e+11,-1.160572924177471e+08,-4.524613916278329e+00,2.412989209876416e+04,-4.784092453319730e+00,2.682600080562541e+04,1.603478632329356e+08
3.60000000e+03,2.279399951369714e+11,4.708457782562837e+07,2.279622319046449e+11,-1.112285854742406e+08,-4.984407310791773e+00,2.412989200816730e+04,-5.285565163965817e+00,2.682629886229992e+04,1.598672335688499e+08
3.78000000e+03,2.279399941983967e+11,5.142795837873688e+07,2.279622309080913e+11,-1.063998247215453e+08,-5.444200703495425e+00,2.412989190880910e+04,-5.787416233890360e+00,2.682659868771355e+04,1.593865780043832e+08
