t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279228068714655e+11,-2.083840172930889e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694750000000012e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279228076745199e+11,-2.035562754951988e+08,3.751667303408742e+00,2.412989223132015e+04,4.245099879232297e+00,2.682092199401990e+04,1.689931377609607e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279228083996695e+11,-1.987284852846437e+08,3.291873904866935e+00,2.412989229842725e+04,3.812813848065684e+00,2.682119171090388e+04,1.685112385746845e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279228090471651e+11,-1.939006463879419e+08,2.832080505144406e+00,2.412989235677301e+04,3.380765252325019e+00,2.682146295472894e+04,1.680293048759028e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279228096167147e+11,-1.890727585287685e+08,2.372287104437914e+00,2.412989240635743e+04,2.948956836543080e+00,2.682173573873356e+04,1.675473364697525e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279228101088083e+11,-1.842448214290528e+08,1.912493702870067e+00,2.412989244718053e+04,2.517391385195161e+00,2.682201007640239e+04,1.670653333131731e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279228105229680e+11,-1.794168348074940e+08,1.452700300607813e+00,2.412989247924230e+04,2.086071723275672e+00,2.682228598126209e+04,1.665832951922676e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279228108598086e+11,-1.745887983812134e+08,9.929068978180967e-01,2.412989250254274e+04,1.655000717184538e+00,2.682256346712655e+04,1.661012219068107e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279228111187954e+11,-1.697607118639326e+08,5.331134946613598e-01,2.412989251708184e+04,1.224181275251649e+00,2.682284254783496e+04,1.656191133582851e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279228113005287e+11,-1.649325749677309e+08,7.332009130373084e-02,2.412989252285962e+04,7.936163486999441e-01,2.682312323752321e+04,1.651369693267584e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279228114045041e+11,-1.601043874013149e+08,-3.864733120793816e-01,2.412989251987606e+04,3.633089321867601e-01,2.682340555036289e+04,1.646547897930873e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279228114313355e+11,-1.552761488716223e+08,-8.462667153206772e-01,2.412989250813118e+04,-6.673793520835122e-02,2.682368950082476e+04,1.641725744157432e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279228113805092e+11,-1.504478590821893e+08,-1.306060118243503e+00,2.412989248762495e+04,-4.965211693940126e-01,2.682397510341790e+04,1.636903231209890e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279228112525999e+11,-1.456195177346545e+08,-1.765853520692110e+00,2.412989245835741e+04,-9.260376402793096e-01,2.682426237295185e+04,1.632080357671273e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279228110471967e+11,-1.407911245273374e+08,-2.225646922499553e+00,2.412989242032852e+04,-1.355284171091434e+00,2.682455132429621e+04,1.627257121073042e+08
2.70000000e+03,2.279399985884028e+11,2.536767483550184e+07,2.279228107646964e+11,-1.359626791563696e+08,-2.685440323498885e+00,2.412989237353831e+04,-1.784257537439889e+00,2.682484197259375e+04,1.622433519760039e+08
2.88000000e+03,2.279399980636422e+11,2.971105545800518e+07,2.279228104049277e+11,-1.311341813147931e+08,-3.145233723548724e+00,2.412989231798677e+04,-2.212954466490299e+00,2.682513433310104e+04,1.617609553124811e+08
3.06000000e+03,2.279399974561187e+11,3.405443607003527e+07,2.279228099680039e+11,-1.263056306930604e+08,-3.605027122489859e+00,2.412989225367390e+04,-2.641371636113831e+00,2.682542842129180e+04,1.612785219155511e+08
3.24000000e+03,2.279399967658324e+11,3.839781666970053e+07,2.279228094540830e+11,-1.214770269788421e+08,-4.064820520122042e+00,2.412989218059970e+04,-3.069505673904730e+00,2.682572425283158e+04,1.607960515098630e+08
3.42000000e+03,2.279399959927833e+11,4.274119725542390e+07,2.279228088629265e+11,-1.166483698567559e+08,-4.524613916278329e+00,2.412989209876416e+04,-3.497353156388658e+00,2.682602184352818e+04,1.603135440291767e+08
