t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d
0.00000000e+00,2.279399965282753e+11,-3.978303472252324e+07,2.279582619126735e+11,-2.082708721404946e+08,4.211460700588355e+00,2.412989215545173e+04,4.681905097086169e+00,2.682533997265277e+04,1.694749999999989e+08
1.80000000e+02,2.279399972449568e+11,-3.543965412713314e+07,2.279582627107593e+11,-2.034431303584054e+08,3.751667303408742e+00,2.412989223132015e+04,4.188851938357712e+00,2.682092181581443e+04,1.689934797064915e+08
3.60000000e+02,2.279399978788755e+11,-3.109627351887524e+07,2.279582634204988e+11,-1.986153401963119e+08,3.291873904866935e+00,2.412989229842725e+04,3.699830674949629e+00,2.682119134828784e+04,1.685119242361763e+08
5.40000000e+02,2.279399984300314e+11,-2.675289289946380e+07,2.279582640426885e+11,-1.937875013818663e+08,2.832080505144406e+00,2.412989235677301e+04,3.210556971729477e+00,2.682146240450032e+04,1.680303364014732e+08
7.20000000e+02,2.279399988984245e+11,-2.240951227075748e+07,2.279582645763909e+11,-1.889596136388491e+08,2.372287104437914e+00,2.412989240635743e+04,2.721027913314263e+00,2.682173499756844e+04,1.675487157757691e+08
9.00000000e+02,2.279399992840547e+11,-1.806613163391449e+07,2.279582650222107e+11,-1.841316766899669e+08,1.912493702870067e+00,2.412989244718053e+04,2.231240542080557e+00,2.682200914094311e+04,1.670670624145083e+08
1.08000000e+03,2.279399995869222e+11,-1.372275099051185e+07,2.279582653796949e+11,-1.793036902546191e+08,1.452700300607813e+00,2.412989247924230e+04,1.741191857335149e+00,2.682228484810568e+04,1.665853760901363e+08
1.26000000e+03,2.279399998070269e+11,-9.379370342126612e+06,2.279582656489788e+11,-1.744756540502355e+08,9.929068978180967e-01,2.412989250254274e+04,1.250878814455226e+00,2.682256213276443e+04,1.661036566704744e+08
1.44000000e+03,2.279399999443687e+11,-5.035989690274359e+06,2.279582658300322e+11,-1.696475677916446e+08,5.331134946613598e-01,2.412989251708184e+04,7.602983243575948e-01,2.682284100876781e+04,1.656219040407392e+08
1.62000000e+03,2.279399999989477e+11,-6.926090365244055e+05,2.279582659226314e+11,-1.648194311910126e+08,7.332009130373084e-02,2.412989252285962e+04,2.694472523758852e-01,2.682312149010351e+04,1.651401181355166e+08
1.80000000e+03,2.279399999707639e+11,3.650771617466275e+06,2.279582659270324e+11,-1.599912439583256e+08,-3.864733120793816e-01,2.412989251987606e+04,-2.216775821532231e-01,2.682340359098018e+04,1.646582986149277e+08
1.98000000e+03,2.279399998598174e+11,7.994152270117300e+06,2.279582658427921e+11,-1.551630058005034e+08,-8.462667153206772e-01,2.412989250813118e+04,-7.130794071347972e-01,2.682368732569084e+04,1.641764455116794e+08
2.16000000e+03,2.279399996661079e+11,1.233753291975993e+07,2.279582656703097e+11,-1.503347164224571e+08,-1.306060118243503e+00,2.412989248762495e+04,-1.204761498114717e+00,2.682397270879717e+04,1.636945585676767e+08
2.34000000e+03,2.279399993896357e+11,1.668091356492293e+07,2.279582654090686e+11,-1.455063755258507e+08,-1.765853520692110e+00,2.412989245835741e+04,-1.696727179581059e+00,2.682425975492474e+04,1.632126376435169e+08
2.52000000e+03,2.279399990304007e+11,2.102429420402925e+07,2.279582650594615e+11,-1.406779828102890e+08,-2.225646922499553e+00,2.412989242032852e+04,-2.188979825389787e+00,2.682454847898055e+04,1.627306826982958e+08
2.70000000e+03,2.279399985884028e+11,2.536767483550184e+07,2.279582646210511e+11,-1.358495379721566e+08,-2.685440323498885e+00,2.412989237353831e+04,-2.681522860107442e+00,2.682483889595092e+04,1.622486934867603e+08
2.88000000e+03,2.279399980636422e+11,2.971105545800518e+07,2.279582640940673e+11,-1.310210407055313e+08,-3.145233723548724e+00,2.412989231798677e+04,-3.174359759475088e+00,2.682513102108037e+04,1.617666698095356e+08
3.06000000e+03,2.279399974561187e+11,3.405443607003527e+07,2.279582634783116e+11,-1.261924907014773e+08,-3.605027122489859e+00,2.412989225367390e+04,-3.667494051775385e+00,2.682542486974513e+04,1.612846116760163e+08
3.24000000e+03,2.279399967658324e+11,3.839781666970053e+07,2.279582627736875e+11,-1.213638876483402e+08,-4.064820520122042e+00,2.412989218059970e+04,-4.160929318368406e+00,2.682572045751872e+04,1.608025189196405e+08
3.42000000e+03,2.279399959927833e+11,4.274119725542390e+07,2.279582619804024e+11,-1.165352312317962e+08,-4.524613916278329e+00,2.412989209876416e+04,-4.654669195033409e+00,2.682601780019792e+04,1.603203911986144e+08
3.60000000e+03,2.279399951369714e+11,4.708457782562837e+07,2.279582610978617e+11,-1.117065211342606e+08,-4.984407310791773e+00,2.412989200816730e+04,-5.148717372672145e+00,2.682631691367619e+04,1.598382285504820e+08
3.78000000e+03,2.279399941983967e+11,5.142795837873688e+07,2.279582601268543e+11,-1.068777570359483e+08,-5.444200703495425e+00,2.412989190880910e+04,-5.643077598467977e+00,2.682661781420301e+04,1.593560307340582e+08
3.96000000e+03,2.279399931770591e+11,5.577133891317239e+07,2.279582590664467e+11,-1.020489386133109e+08,-5.903994094222343e+00,2.412989180068958e+04,-6.137753676956660e+00,2.682692051802203e+04,1.588737975937191e+08
4.14000000e+03,2.279399920729588e+11,6.011471942735787e+07,2.279582579171756e+11,-9.722006554053758e+07,-6.363787482805575e+00,2.412989168380872e+04,-6.632749470866635e+00,2.682722504174915e+04,1.583915290750158e+08
4.32000000e+03,2.279399908860956e+11,6.445809991971627e+07,2.279582566787583e+11,-9.239113748844136e+07,-6.823580869078178e+00,2.412989155816653e+04,-7.128068902546398e+00,2.682753140210667e+04,1.579092249133857e+08
