t,x,y,v_x,v_y,d
0.00000000e+00,-1.694750000000e+08,-2.566943514644e+07,2.695447858255e+03,0.000000000000e+00,1.714079797610e+08
1.80000000e+02,-1.689897959933e+08,-2.566943159996e+07,2.695708013580e+03,3.946084337798e-02,1.709282650108e+08
3.60000000e+02,-1.685045450285e+08,-2.566942092056e+07,2.695969616375e+03,7.925533079767e-02,1.704485311589e+08
5.40000000e+02,-1.680192468441e+08,-2.566940304784e+07,2.696232678753e+03,1.193872346891e-01,1.699687808656e+08
7.20000000e+02,-1.675339011761e+08,-2.566937792072e+07,2.696497212966e+03,1.598603809567e-01,1.694890141267e+08
9.00000000e+02,-1.670485077586e+08,-2.566934547744e+07,2.696763231400e+03,2.006786498912e-01,1.690092309391e+08
1.08000000e+03,-1.665630663233e+08,-2.566930565551e+07,2.697030746581e+03,2.418459770990e-01,1.685294313000e+08
1.26000000e+03,-1.660775765996e+08,-2.566925839174e+07,2.697299771176e+03,2.833663544515e-01,1.680496152078e+08
1.44000000e+03,-1.655920383146e+08,-2.566920362223e+07,2.697570317995e+03,3.252438310518e-01,1.675697826614e+08
1.62000000e+03,-1.651064511932e+08,-2.566914128233e+07,2.697842399993e+03,3.674825142219e-01,1.670899336605e+08
1.80000000e+03,-1.646208149580e+08,-2.566907130665e+07,2.698116030271e+03,4.100865705097e-01,1.666100682058e+08
1.98000000e+03,-1.641351293289e+08,-2.566899362904e+07,2.698391222080e+03,4.530602267158e-01,1.661301862985e+08
2.16000000e+03,-1.636493940238e+08,-2.566890818258e+07,2.698667988822e+03,4.964077709417e-01,1.656502879410e+08
2.34000000e+03,-1.631636087579e+08,-2.566881489959e+07,2.698946344052e+03,5.401335536591e-01,1.651703731364e+08
2.52000000e+03,-1.626777732441e+08,-2.566871371158e+07,2.699226301479e+03,5.842419888008e-01,1.646904418887e+08
2.70000000e+03,-1.621918871927e+08,-2.566860454929e+07,2.699507874973e+03,6.287375548741e-01,1.642104942029e+08
2.88000000e+03,-1.617059503116e+08,-2.566848734261e+07,2.699791078561e+03,6.736247960972e-01,1.637305300847e+08
3.06000000e+03,-1.612199623060e+08,-2.566836202063e+07,2.700075926433e+03,7.189083235584e-01,1.632505495410e+08
3.24000000e+03,-1.607339228788e+08,-2.566822851160e+07,2.700362432944e+03,7.645928163999e-01,1.627705525796e+08
3.42000000e+03,-1.602478317301e+08,-2.566808674292e+07,2.700650612616e+03,8.106830230256e-01,1.622905392092e+08
3.60000000e+03,-1.597616885573e+08,-2.566793664112e+07,2.700940480140e+03,8.571837623341e-01,1.618105094398e+08
3.78000000e+03,-1.592754930554e+08,-2.566777813188e+07,2.701232050379e+03,9.040999249772e-01,1.613304632820e+08
3.96000000e+03,-1.587892449164e+08,-2.566761113998e+07,2.701525338369e+03,9.514364746450e-01,1.608504007479e+08
4.14000000e+03,-1.583029438299e+08,-2.566743558928e+07,2.701820359326e+03,9.991984493777e-01,1.603703218504e+08
4.32000000e+03,-1.578165894824e+08,-2.566725140275e+07,2.702117128642e+03,1.047390962905e+00,1.598902266037e+08
4.50000000e+03,-1.573301815580e+08,-2.566705850243e+07,2.702415661894e+03,1.096019206012e+00,1.594101150230e+08
4.68000000e+03,-1.568437197377e+08,-2.566685680942e+07,2.702715974841e+03,1.145088447939e+00,1.589299871248e+08
4.86000000e+03,-1.563572036996e+08,-2.566664624386e+07,2.703018083431e+03,1.194604037805e+00,1.584498429267e+08
5.04000000e+03,-1.558706331192e+08,-2.566642672491e+07,2.703322003804e+03,1.244571406063e+00,1.579696824477e+08
5.22000000e+03,-1.553840076689e+08,-2.566619817077e+07,2.703627752289e+03,1.294996065990e+00,1.574895057077e+08
5.40000000e+03,-1.548973270180e+08,-2.566596049861e+07,2.703935345414e+03,1.345883615203e+00,1.570093127282e+08
5.58000000e+03,-1.544105908332e+08,-2.566571362460e+07,2.704244799906e+03,1.397239737213e+00,1.565291035319e+08
5.76000000e+03,-1.539237987777e+08,-2.566545746389e+07,2.704556132693e+03,1.449070203009e+00,1.560488781429e+08
5.94000000e+03,-1.534369505120e+08,-2.566519193057e+07,2.704869360907e+03,1.501380872676e+00,1.555686365865e+08
6.12000000e+03,-1.529500456933e+08,-2.566491693766e+07,2.705184501890e+03,1.554177697053e+00,1.550883788896e+08
6.30000000e+03,-1.524630839758e+08,-2.566463239712e+07,2.705501573194e+03,1.607466719416e+00,1.546081050804e+08
6.48000000e+03,-1.519760650104e+08,-2.566433821980e+07,2.705820592586e+03,1.661254077210e+00,1.541278151886e+08
6.66000000e+03,-1.514889884448e+08,-2.566403431543e+07,2.706141578049e+03,1.715546003814e+00,1.536475092456e+08
6.84000000e+03,-1.510018539235e+08,-2.566372059264e+07,2.706464547789e+03,1.770348830339e+00,1.531671872839e+08
7.02000000e+03,-1.505146610878e+08,-2.566339695887e+07,2.706789520236e+03,1.825668987476e+00,1.526868493380e+08
7.20000000e+03,-1.500274095753e+08,-2.566306332043e+07,2.707116514047e+03,1.881513007376e+00,1.522064954437e+08
7.38000000e+03,-1.495400990206e+08,-2.566271958241e+07,2.707445548109e+03,1.937887525573e+00,1.517261256386e+08
7.56000000e+03,-1.490527290548e+08,-2.566236564874e+07,2.707776641548e+03,1.994799282958e+00,1.512457399620e+08
7.74000000e+03,-1.485652993053e+08,-2.566200142208e+07,2.708109813724e+03,2.052255127784e+00,1.507653384549e+08
7.92000000e+03,-1.480778093963e+08,-2.566162680389e+07,2.708445084241e+03,2.110262017722e+00,1.502849211599e+08
8.10000000e+03,-1.475902589482e+08,-2.566124169433e+07,2.708782472950e+03,2.168827021969e+00,1.498044881216e+08
8.28000000e+03,-1.471026475780e+08,-2.566084599230e+07,2.709121999950e+03,2.227957323388e+00,1.493240393864e+08
8.46000000e+03,-1.466149748990e+08,-2.566043959540e+07,2.709463685594e+03,2.287660220715e+00,1.488435750024e+08
8.64000000e+03,-1.461272405208e+08,-2.566002239988e+07,2.709807550493e+03,2.347943130799e+00,1.483630950198e+08
8.82000000e+03,-1.456394440492e+08,-2.565959430068e+07,2.710153615521e+03,2.408813590902e+00,1.478825994908e+08
9.00000000e+03,-1.451515850863e+08,-2.565915519134e+07,2.710501901816e+03,2.470279261053e+00,1.474020884696e+08
9.18000000e+03,-1.446636632303e+08,-2.565870496403e+07,2.710852430785e+03,2.532347926445e+00,1.469215620122e+08
9.36000000e+03,-1.441756780757e+08,-2.565824350949e+07,2.711205224114e+03,2.595027499898e+00,1.464410201770e+08
9.54000000e+03,-1.436876292128e+08,-2.565777071705e+07,2.711560303762e+03,2.658326024375e+00,1.459604630246e+08
9.72000000e+03,-1.431995162282e+08,-2.565728647456e+07,2.711917691975e+03,2.722251675552e+00,1.454798906174e+08
9.90000000e+03,-1.427113387042e+08,-2.565679066839e+07,2.712277411285e+03,2.786812764452e+00,1.449993030205e+08
1.00800000e+04,-1.422230962193e+08,-2.565628318340e+07,2.712639484518e+03,2.852017740138e+00,1.445187003011e+08
1.02600000e+04,-1.417347883475e+08,-2.565576390292e+07,2.713003934795e+03,2.917875192469e+00,1.440380825288e+08
1.04400000e+04,-1.412464146591e+08,-2.565523270872e+07,2.713370785540e+03,2.984393854923e+00,1.435574497755e+08
1.06200000e+04,-1.407579747196e+08,-2.565468948099e+07,2.713740060484e+03,3.051582607477e+00,1.430768021157e+08
1.08000000e+04,-1.402694680908e+08,-2.565413409830e+07,2.714111783668e+03,3.119450479567e+00,1.425961396265e+08
1.09800000e+04,-1.397808943295e+08,-2.565356643759e+07,2.714485979453e+03,3.188006653107e+00,1.421154623873e+08
1.11600000e+04,-1.392922529887e+08,-2.565298637412e+07,2.714862672518e+03,3.257260465588e+00,1.416347704805e+08
1.13400000e+04,-1.388035436165e+08,-2.565239378146e+07,2.715241887872e+03,3.327221413244e+00,1.411540639909e+08
1.15200000e+04,-1.383147657566e+08,-2.565178853147e+07,2.715623650857e+03,3.397899154294e+00,1.406733430063e+08
1.17000000e+04,-1.378259189482e+08,-2.565117049424e+07,2.716007987151e+03,3.469303512265e+00,1.401926076171e+08
1.18800000e+04,-1.373370027256e+08,-2.565053953808e+07,2.716394922778e+03,3.541444479393e+00,1.397118579168e+08
1.20600000e+04,-1.368480166188e+08,-2.564989552950e+07,2.716784484110e+03,3.614332220104e+00,1.392310940018e+08
1.22400000e+04,-1.363589601526e+08,-2.564923833313e+07,2.717176697874e+03,3.687977074579e+00,1.387503159715e+08
1.24200000e+04,-1.358698328472e+08,-2.564856781177e+07,2.717571591160e+03,3.762389562408e+00,1.382695239284e+08
1.26000000e+04,-1.353806342178e+08,-2.564788382626e+07,2.717969191424e+03,3.837580386328e+00,1.377887179782e+08
1.27800000e+04,-1.348913637746e+08,-2.564718623555e+07,2.718369526496e+03,3.913560436060e+00,1.373078982300e+08
1.29600000e+04,-1.344020210229e+08,-2.564647489657e+07,2.718772624586e+03,3.990340792227e+00,1.368270647959e+08
1.31400000e+04,-1.339126054627e+08,-2.564574966425e+07,2.719178514289e+03,4.067932730382e+00,1.363462177917e+08
1.33200000e+04,-1.334231165889e+08,-2.564501039148e+07,2.719587224593e+03,4.146347725126e+00,1.358653573366e+08
1.35000000e+04,-1.329335538912e+08,-2.564425692906e+07,2.719998784888e+03,4.225597454329e+00,1.353844835532e+08
1.36800000e+04,-1.324439168540e+08,-2.564348912568e+07,2.720413224968e+03,4.305693803458e+00,1.349035965680e+08
1.38600000e+04,-1.319542049560e+08,-2.564270682785e+07,2.720830575040e+03,4.386648870010e+00,1.344226965111e+08
1.40400000e+04,-1.314644176709e+08,-2.564190987990e+07,2.721250865732e+03,4.468474968057e+00,1.339417835164e+08
1.42200000e+04,-1.309745544665e+08,-2.564109812393e+07,2.721674128100e+03,4.551184632907e+00,1.334608577219e+08
1.44000000e+04,-1.304846148050e+08,-2.564027139974e+07,2.722100393634e+03,4.634790625873e+00,1.329799192694e+08
1.45800000e+04,-1.299945981431e+08,-2.563942954483e+07,2.722529694268e+03,4.719305939174e+00,1.324989683048e+08
1.47600000e+04,-1.295045039315e+08,-2.563857239433e+07,2.722962062386e+03,4.804743800951e+00,1.320180049784e+08
1.49400000e+04,-1.290143316151e+08,-2.563769978099e+07,2.723397530829e+03,4.891117680417e+00,1.315370294446e+08
1.51200000e+04,-1.285240806328e+08,-2.563681153507e+07,2.723836132905e+03,4.978441293129e+00,1.310560418623e+08
