t,x,y,v_x,v_y,d
0.00000000e+00,-1.694750000000e+08,1.035286610879e+07,2.695447858255e+03,0.000000000000e+00,1.697909227894e+08
1.80000000e+02,-1.689897953173e+08,1.035286463710e+07,2.695715539194e+03,-1.637553102338e-02,1.693066260920e+08
3.60000000e+02,-1.685045423142e+08,1.035286020514e+07,2.695984753101e+03,-3.289219482167e-02,1.688222834922e+08
5.40000000e+02,-1.680192407136e+08,1.035285278736e+07,2.696255513312e+03,-4.955162596190e-02,1.683378974470e+08
7.20000000e+02,-1.675338902361e+08,1.035284235791e+07,2.696527833321e+03,-6.635548286024e-02,1.678534677212e+08
9.00000000e+02,-1.670484905995e+08,1.035282889064e+07,2.696801726780e+03,-8.330544820265e-02,1.673689940778e+08
1.08000000e+03,-1.665630415195e+08,1.035281235910e+07,2.697077207502e+03,-1.004032293740e-01,1.668844762775e+08
1.26000000e+03,-1.660775427090e+08,1.035279273652e+07,2.697354289462e+03,-1.176505588965e-01,1.663999140794e+08
1.44000000e+03,-1.655919938786e+08,1.035276999583e+07,2.697632986803e+03,-1.350491948769e-01,1.659153072405e+08
1.62000000e+03,-1.651063947363e+08,1.035274410964e+07,2.697913313834e+03,-1.526009214629e-01,1.654306555155e+08
1.80000000e+03,-1.646207449873e+08,1.035271505023e+07,2.698195285035e+03,-1.703075493099e-01,1.649459586575e+08
1.98000000e+03,-1.641350443344e+08,1.035268278954e+07,2.698478915061e+03,-1.881709160568e-01,1.644612164172e+08
2.16000000e+03,-1.636492924777e+08,1.035264729920e+07,2.698764218741e+03,-2.061928868120e-01,1.639764285434e+08
2.34000000e+03,-1.631634891146e+08,1.035260855049e+07,2.699051211084e+03,-2.243753546499e-01,1.634915947828e+08
2.52000000e+03,-1.626776339398e+08,1.035256651434e+07,2.699339907278e+03,-2.427202411178e-01,1.630067148799e+08
2.70000000e+03,-1.621917266451e+08,1.035252116136e+07,2.699630322697e+03,-2.612294967535e-01,1.625217885769e+08
2.88000000e+03,-1.617057669198e+08,1.035247246176e+07,2.699922472901e+03,-2.799051016143e-01,1.620368156142e+08
3.06000000e+03,-1.612197544501e+08,1.035242038544e+07,2.700216373641e+03,-2.987490658168e-01,1.615517957296e+08
3.24000000e+03,-1.607336889196e+08,1.035236490189e+07,2.700512040857e+03,-3.177634300888e-01,1.610667286590e+08
3.42000000e+03,-1.602475700088e+08,1.035230598027e+07,2.700809490688e+03,-3.369502663327e-01,1.605816141357e+08
3.60000000e+03,-1.597613973953e+08,1.035224358934e+07,2.701108739471e+03,-3.563116782016e-01,1.600964518911e+08
3.78000000e+03,-1.592751707539e+08,1.035217769749e+07,2.701409803744e+03,-3.758498016871e-01,1.596112416540e+08
3.96000000e+03,-1.587888897563e+08,1.035210827270e+07,2.701712700248e+03,-3.955668057208e-01,1.591259831509e+08
4.14000000e+03,-1.583025540712e+08,1.035203528259e+07,2.702017445936e+03,-4.154648927882e-01,1.586406761062e+08
4.32000000e+03,-1.578161633641e+08,1.035195869436e+07,2.702324057969e+03,-4.355462995565e-01,1.581553202416e+08
4.50000000e+03,-1.573297172976e+08,1.035187847481e+07,2.702632553723e+03,-4.558132975161e-01,1.576699152766e+08
4.68000000e+03,-1.568432155310e+08,1.035179459032e+07,2.702942950793e+03,-4.762681936359e-01,1.571844609280e+08
4.86000000e+03,-1.563566577205e+08,1.035170700686e+07,2.703255266994e+03,-4.969133310337e-01,1.566989569105e+08
5.04000000e+03,-1.558700435190e+08,1.035161568998e+07,2.703569520368e+03,-5.177510896610e-01,1.562134029359e+08
5.22000000e+03,-1.553833725762e+08,1.035152060479e+07,2.703885729183e+03,-5.387838870030e-01,1.557277987139e+08
5.40000000e+03,-1.548966445384e+08,1.035142171596e+07,2.704203911940e+03,-5.600141787949e-01,1.552421439511e+08
5.58000000e+03,-1.544098590486e+08,1.035131898771e+07,2.704524087376e+03,-5.814444597534e-01,1.547564383521e+08
5.76000000e+03,-1.539230157465e+08,1.035121238382e+07,2.704846274468e+03,-6.030772643252e-01,1.542706816184e+08
5.94000000e+03,-1.534361142683e+08,1.035110186761e+07,2.705170492436e+03,-6.249151674518e-01,1.537848734492e+08
6.12000000e+03,-1.529491542466e+08,1.035098740192e+07,2.705496760747e+03,-6.469607853527e-01,1.532990135407e+08
6.30000000e+03,-1.524621353105e+08,1.035086894913e+07,2.705825099119e+03,-6.692167763254e-01,1.528131015867e+08
6.48000000e+03,-1.519750570858e+08,1.035074647112e+07,2.706155527527e+03,-6.916858415635e-01,1.523271372779e+08
6.66000000e+03,-1.514879191943e+08,1.035061992930e+07,2.706488066205e+03,-7.143707259945e-01,1.518411203027e+08
6.84000000e+03,-1.510007212545e+08,1.035048928456e+07,2.706822735651e+03,-7.372742191361e-01,1.513550503461e+08
7.02000000e+03,-1.505134628808e+08,1.035035449731e+07,2.707159556630e+03,-7.603991559722e-01,1.508689270908e+08
7.20000000e+03,-1.500261436841e+08,1.035021552743e+07,2.707498550182e+03,-7.837484178490e-01,1.503827502162e+08
7.38000000e+03,-1.495387632714e+08,1.035007233427e+07,2.707839737622e+03,-8.073249333929e-01,1.498965193990e+08
7.56000000e+03,-1.490513212459e+08,1.034992487667e+07,2.708183140548e+03,-8.311316794483e-01,1.494102343129e+08
7.74000000e+03,-1.485638172069e+08,1.034977311290e+07,2.708528780844e+03,-8.551716820381e-01,1.489238946287e+08
7.92000000e+03,-1.480762507496e+08,1.034961700070e+07,2.708876680686e+03,-8.794480173465e-01,1.484375000139e+08
8.10000000e+03,-1.475886214653e+08,1.034945649727e+07,2.709226862545e+03,-9.039638127253e-01,1.479510501333e+08
8.28000000e+03,-1.471009289411e+08,1.034929155920e+07,2.709579349195e+03,-9.287222477228e-01,1.474645446482e+08
8.46000000e+03,-1.466131727603e+08,1.034912214253e+07,2.709934163714e+03,-9.537265551382e-01,1.469779832172e+08
8.64000000e+03,-1.461253525015e+08,1.034894820271e+07,2.710291329493e+03,-9.789800221007e-01,1.464913654953e+08
8.82000000e+03,-1.456374677395e+08,1.034876969460e+07,2.710650870240e+03,-1.004485991174e+00,1.460046911347e+08
9.00000000e+03,-1.451495180446e+08,1.034858657243e+07,2.711012809983e+03,-1.030247861487e+00,1.455179597839e+08
9.18000000e+03,-1.446615029829e+08,1.034839878983e+07,2.711377173080e+03,-1.056269089892e+00,1.450311710884e+08
9.36000000e+03,-1.441734221158e+08,1.034820629981e+07,2.711743984221e+03,-1.082553192153e+00,1.445443246902e+08
