t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279747457627119e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412805362747145e+04,4.215593944509427e+07,2.399808910100103e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279748360427787e+11,4.343270276208903e+06,2.067083027254824e+00,2.412989243443286e+04,5.031112462660452e+02,2.413050351938663e+04,4.222998019100817e+07,2.382720497480229e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279749268820049e+11,8.686980370421330e+06,1.607289625195638e+00,2.412989246944031e+04,5.062128617112496e+02,2.413294048894227e+04,4.230486049607816e+07,2.365863300718001e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279750182786471e+11,1.303112795579926e+07,1.147496222553277e+00,2.412989249568644e+04,5.093047358910891e+02,2.413536452740807e+04,4.238057706047004e+07,2.349235191176185e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279751102309417e+11,1.737571070409881e+07,6.877028194944429e-01,2.412989251317123e+04,5.123867606292741e+02,2.413777562788934e+04,4.245712701519705e+07,2.332833951619619e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279752027371067e+11,2.172072628599834e+07,2.279094161858659e-01,2.412989252189470e+04,5.154588300147087e+02,2.414017378530010e+04,4.253450706839027e+07,2.316657286008132e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279752957953407e+11,2.606617237142149e+07,-2.318839872055538e-01,2.412989252185683e+04,5.185208404030748e+02,2.414255899633940e+04,4.261271429716693e+07,2.300702828611825e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279753894038235e+11,3.041204662985642e+07,-6.916773905126863e-01,2.412989251305763e+04,5.215726904149694e+02,2.414493125946612e+04,4.269174510103605e+07,2.284968152513432e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279754835607181e+11,3.475834673067056e+07,-1.151470793568634e+00,2.412989249549710e+04,5.246142809338614e+02,2.414729057487307e+04,4.277159683903425e+07,2.269450777520058e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279755782641684e+11,3.910507034341983e+07,-1.611264196206670e+00,2.412989246917524e+04,5.276455151016432e+02,2.414963694446086e+04,4.285226625533298e+07,2.254148177535921e+07
