t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279357627118644e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413011680728451e+04,2.424278000490394e+07,2.387172941427330e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279358524655766e+11,4.344583844414615e+06,2.067083027254824e+00,2.412989243443286e+04,4.972702339330191e+02,2.414304451727359e+04,2.422851401754171e+07,2.397270270194770e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279359417319453e+11,8.691496698965222e+06,1.607289625195638e+00,2.412989246944031e+04,4.945851843161217e+02,2.415599420529725e+04,2.421693370159370e+07,2.405570777406981e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279360305190722e+11,1.304074224984745e+07,1.147496222553277e+00,2.412989249568644e+04,4.919455064739988e+02,2.416896286827276e+04,2.420804120426660e+07,2.412008963030371e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279361188351903e+11,1.739232364070684e+07,6.877028194944429e-01,2.412989251317123e+04,4.893518159243757e+02,2.418194748157881e+04,2.420183871243533e+07,2.416533107358386e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279362066886252e+11,2.174624346910637e+07,2.279094161858659e-01,2.412989252189470e+04,4.868046874242577e+02,2.419494500289207e+04,2.419832730201638e+07,2.419106383475833e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279362940878069e+11,2.610250378369018e+07,-2.318839872055538e-01,2.412989252185683e+04,4.843046541185758e+02,2.420795237608468e+04,2.419750840852871e+07,2.419707665116518e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279363810412569e+11,3.046110608205268e+07,-6.916773905126863e-01,2.412989251305763e+04,4.818522067860896e+02,2.422096653516924e+04,2.419938178948382e+07,2.418331996177997e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279364675575816e+11,3.482205130931998e+07,-1.151470793568634e+00,2.412989249549710e+04,4.794477931895568e+02,2.423398440826235e+04,2.420394743020492e+07,2.414990701465674e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279365536454644e+11,3.918533985744468e+07,-1.611264196206670e+00,2.412989246917524e+04,4.770918175359673e+02,2.424700292153142e+04,2.421120376851349e+07,2.409711133963763e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279366393136573e+11,4.355097156521738e+07,-2.071057598260084e+00,2.412989243409205e+04,4.747846400309352e+02,2.426001900322299e+04,2.422114923428705e+07,2.402536069515504e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279367245709728e+11,4.791894571899229e+07,-2.530850999561517e+00,2.412989239024753e+04,4.725265765557273e+02,2.427302958757864e+04,2.423378151608790e+07,2.393522774887211e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279368094262764e+11,5.228926105412765e+07,-2.990644399944022e+00,2.412989233764168e+04,4.703178984387499e+02,2.428603161882666e+04,2.424909821360419e+07,2.382741788169963e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279368938884789e+11,5.666191575712908e+07,-3.450437799240653e+00,2.412989227627449e+04,4.681588323479931e+02,2.429902205504690e+04,2.426709487444700e+07,2.370275461234204e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279369779665271e+11,6.103690746849713e+07,-3.910231197284463e+00,2.412989220614597e+04,4.660495602811040e+02,2.431199787206079e+04,2.428776794166317e+07,2.356216320979007e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279370616693973e+11,6.541423328625961e+07,-4.370024593908506e+00,2.412989212725613e+04,4.639902196692423e+02,2.432495606721603e+04,2.431111179933255e+07,2.340665309879209e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279371450060860e+11,6.979388977018508e+07,-4.829817988945837e+00,2.412989203960495e+04,4.619809035820928e+02,2.433789366312954e+04,2.433712171765300e+07,2.323729966788729e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279372279856026e+11,7.417587294666295e+07,-5.289611382229506e+00,2.412989194319245e+04,4.600216610366913e+02,2.435080771135043e+04,2.436579189575120e+07,2.305522605678303e+07
3.24000000e+03,2.279399935296831e+11,5.431103030587935e+07,2.279373106169617e+11,7.856017831422825e+07,-5.749404773592568e+00,2.412989183801861e+04,4.581124974140477e+02,2.436369529587567e+04,2.439711463539627e+07,2.286158544912823e+07
3.42000000e+03,2.279399924534089e+11,5.865441082660432e+07,2.279373929091749e+11,8.294680084971754e+07,-6.209198162868077e+00,2.412989172408344e+04,4.562533749651837e+02,2.437655353664162e+04,2.443108383727232e+07,2.265754431558729e+07
