t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279154237288136e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413119345905290e+04,3.425930576995406e+07,2.393401143961927e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279155132632154e+11,4.344027360339346e+06,2.067083027254824e+00,2.412989243443286e+04,4.948238627392134e+02,2.413578275197411e+04,3.419588501960809e+07,2.416144107669475e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279156018651065e+11,8.688883093857292e+06,1.607289625195638e+00,2.412989246944031e+04,4.896388298259736e+02,2.414039758304974e+04,3.413376576024561e+07,2.439146323844479e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279156895329192e+11,1.303457178120225e+07,1.147496222553277e+00,2.412989249568644e+04,4.844452765954891e+02,2.414503777061063e+04,3.407295300311195e+07,2.462398069434539e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279157762651542e+11,1.738109796956280e+07,6.877028194944429e-01,2.412989251317123e+04,4.792435836585310e+02,2.414970312454158e+04,3.401345172217064e+07,2.485888299900072e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279158620603814e+11,2.172846617114509e+07,2.279094161858659e-01,2.412989252189470e+04,4.740341367685575e+02,2.415439344625645e+04,3.395526669747961e+07,2.509604561897441e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279159469172395e+11,2.607668086164523e+07,-2.318839872055538e-01,2.412989252185683e+04,4.688173266949386e+02,2.415910852866676e+04,3.389840241880469e+07,2.533532904263158e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279160308344380e+11,3.042574647871694e+07,-6.916773905126863e-01,2.412989251305763e+04,4.635935490815247e+02,2.416384815616628e+04,3.384286391796746e+07,2.557657788012582e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279161138107605e+11,3.477566742043667e+07,-1.151470793568634e+00,2.412989249549710e+04,4.583632043160400e+02,2.416861210460534e+04,3.378865535940033e+07,2.581961995930822e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279161958450604e+11,3.912644804376582e+07,-1.611264196206670e+00,2.412989246917524e+04,4.531266973672325e+02,2.417340014129713e+04,3.373578119696033e+07,2.606426542923050e+07
