t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279662711864407e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412850209980331e+04,3.549660910798290e+07,2.394315113010733e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279663615522248e+11,4.343499879311528e+06,2.067083027254824e+00,2.412989243443286e+04,5.040638554068880e+02,2.413260495502378e+04,3.556331771864620e+07,2.372714560238783e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279664526485926e+11,8.687736190901618e+06,1.607289625195638e+00,2.412989246944031e+04,5.081175432230959e+02,2.413668465539531e+04,3.563122620874784e+07,2.351395104719143e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279665444736870e+11,1.303270475694113e+07,1.147496222553277e+00,2.412989249568644e+04,5.121607665373782e+02,2.414074109134016e+04,3.570032881746840e+07,2.330359950531811e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279666370255981e+11,1.737840138045729e+07,6.877028194944429e-01,2.412989251317123e+04,5.161932334610872e+02,2.414477415971938e+04,3.577062151138968e+07,2.309611594653317e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279667303023642e+11,2.172482184648704e+07,2.279094161858659e-01,2.412989252189470e+04,5.202146571878006e+02,2.414878376377438e+04,3.584209899970785e+07,2.289151881866222e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279668243019714e+11,2.607196192322038e+07,-2.318839872055538e-01,2.412989252185683e+04,5.242247560484018e+02,2.415276981306576e+04,3.591475654390720e+07,2.268982056739865e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279669190223569e+11,3.041981736313244e+07,-6.916773905126863e-01,2.412989251305763e+04,5.282232535661169e+02,2.415673222341250e+04,3.598858923983768e+07,2.249102812693626e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279670144614079e+11,3.476838390410331e+07,-1.151470793568634e+00,2.412989249549710e+04,5.322098784989405e+02,2.416067091682086e+04,3.606359189040110e+07,2.229514338269387e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279671106169629e+11,3.911765727052610e+07,-1.611264196206670e+00,2.412989246917524e+04,5.361843648888716e+02,2.416458582142054e+04,3.613975953228462e+07,2.210216360587043e+07
