t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279018644067797e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413191130696813e+04,4.498884859118111e+07,2.402438529465574e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279019540746273e+11,4.343926175514689e+06,2.067083027254824e+00,2.412989243443286e+04,4.963070746287329e+02,2.413393734929378e+04,4.491350818803386e+07,2.418092187511535e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279020430769699e+11,8.688217958613735e+06,1.607289625195638e+00,2.412989246944031e+04,4.926055081643625e+02,2.413597361623348e+04,4.483890605454564e+07,2.433951146269871e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279021314122588e+11,1.303287718963661e+07,1.147496222553277e+00,2.412989249568644e+04,4.888953791980820e+02,2.413802010658086e+04,4.476504617478536e+07,2.450017566848823e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279022190789601e+11,1.737790570859965e+07,6.877028194944429e-01,2.412989251317123e+04,4.851767679340709e+02,2.414007681794684e+04,4.469193018778314e+07,2.466293562688890e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279023060755544e+11,2.172330535498165e+07,2.279094161858659e-01,2.412989252189470e+04,4.814497561875585e+02,2.414214374674545e+04,4.461956078719614e+07,2.482781193162524e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279023924005370e+11,2.606907796750694e+07,-2.318839872055538e-01,2.412989252185683e+04,4.777144273879451e+02,2.414422088817645e+04,4.454794050548887e+07,2.499482456704954e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279024780524184e+11,3.041522538392537e+07,-6.916773905126863e-01,2.412989251305763e+04,4.739708665752770e+02,2.414630823621274e+04,4.447707180653887e+07,2.516399283511713e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279025630297248e+11,3.476174944079073e+07,-1.151470793568634e+00,2.412989249549710e+04,4.702191604028714e+02,2.414840578358301e+04,4.440695737980317e+07,2.533533527704696e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279026473309933e+11,3.910865197323370e+07,-1.611264196206670e+00,2.412989246917524e+04,4.664593971346031e+02,2.415051352175683e+04,4.433759931390985e+07,2.550886959020811e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279027309547905e+11,4.345593481473754e+07,-2.071057598260084e+00,2.412989243409205e+04,4.626916666390028e+02,2.415263144093545e+04,4.426900032328220e+07,2.568461253902020e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279028138996861e+11,4.780359979690473e+07,-2.530850999561517e+00,2.412989239024753e+04,4.589160603933651e+02,2.415475953002981e+04,4.420116289851906e+07,2.586257986095675e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279028961642711e+11,5.215164874922469e+07,-2.990644399944022e+00,2.412989233764168e+04,4.551326714755465e+02,2.415689777665153e+04,4.413408912605090e+07,2.604278616577914e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279029777471528e+11,5.650008349883927e+07,-3.450437799240653e+00,2.412989227627449e+04,4.513415945609711e+02,2.415904616709846e+04,4.406778195768530e+07,2.622524482895400e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279030586469563e+11,6.084890587030455e+07,-3.910231197284463e+00,2.412989220614597e+04,4.475429259204865e+02,2.416120468633928e+04,4.400224317921382e+07,2.640996787816785e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279031388623237e+11,6.519811768535104e+07,-4.370024593908506e+00,2.412989212725613e+04,4.437367634106286e+02,2.416337331800351e+04,4.393747563270235e+07,2.659696587351820e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279032183919150e+11,6.954772076263998e+07,-4.829817988945837e+00,2.412989203960495e+04,4.399232064736834e+02,2.416555204436490e+04,4.387348135965949e+07,2.678624777990341e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279032972344084e+11,7.389771691751997e+07,-5.289611382229506e+00,2.412989194319245e+04,4.361023561251681e+02,2.416774084633245e+04,4.381026270775203e+07,2.697782083267080e+07
3.24000000e+03,2.279399935296831e+11,5.431103030587935e+07,2.279033753885000e+11,7.824810796177906e+07,-5.749404773592568e+00,2.412989183801861e+04,4.322743149519295e+02,2.416993970343508e+04,4.374782223670870e+07,2.717169039498407e+07
3.42000000e+03,2.279399924534089e+11,5.865441082660432e+07,2.279034528529051e+11,8.259889570339543e+07,-6.209198162868077e+00,2.412989172408344e+04,4.284391871014055e+02,2.417214859381180e+04,4.368616217939498e+07,2.736785980760710e+07
3.60000000e+03,2.279399912943718e+11,6.299779132603244e+07,2.279035296263576e+11,8.695008194628617e+07,-6.668991549889086e+00,2.412989160138694e+04,4.245970782744336e+02,2.417436749419901e+04,4.362528465534133e+07,2.756633023018331e+07
3.78000000e+03,2.279399900525719e+11,6.734117180258667e+07,2.279036057076102e+11,9.130166849005455e+07,-7.128784934488648e+00,2.412989146992911e+04,4.207480957148533e+02,2.417659637992018e+04,4.356519215098958e+07,2.776710047428816e+07
3.96000000e+03,2.279399887280092e+11,7.168455225468998e+07,2.279036810954359e+11,9.565365712973373e+07,-7.588578316499818e+00,2.412989132970995e+04,4.168923482016273e+02,2.417883522487405e+04,4.350588654566646e+07,2.797016682726781e+07
4.14000000e+03,2.279399873206837e+11,7.602793268076532e+07,2.279037557886263e+11,1.000060496555291e+08,-8.048371695755648e+00,2.412989118072946e+04,4.130299460376770e+02,2.418108400152423e+04,4.344737051890118e+07,2.817552286759951e+07
4.32000000e+03,2.279399858305954e+11,8.037131307923566e+07,2.279038297859940e+11,1.043588478525611e+08,-8.508165072089193e+00,2.412989102298764e+04,4.091610010367028e+02,2.418334268089112e+04,4.338964608126245e+07,2.838315927081071e+07
4.50000000e+03,2.279399842577443e+11,8.471469344852394e+07,2.279039030863714e+11,1.087120535006013e+08,-8.967958445333505e+00,2.412989085648449e+04,4.052856265150330e+02,2.418561123253908e+04,4.333271527121215e+07,2.859306360594873e+07
4.68000000e+03,2.279399826021304e+11,8.905807378705314e+07,2.279039756886115e+11,1.130656683738128e+08,-9.427751815321638e+00,2.412989068122001e+04,4.014039372774282e+02,2.418788962456894e+04,4.327658055472550e+07,2.880522012276121e+07
4.86000000e+03,2.279399808637536e+11,9.340145409324621e+07,2.279040475915879e+11,1.174196942404838e+08,-9.887545181886646e+00,2.412989049719419e+04,3.975160496023669e+02,2.419017782360969e+04,4.322124357819805e+07,2.901960952937935e+07
5.04000000e+03,2.279399790426141e+11,9.774483436552611e+07,2.279041187941959e+11,1.217741328627616e+08,-1.034733854486158e+01,2.412989030440705e+04,3.936220812317517e+02,2.419247579480856e+04,4.316670726405494e+07,2.923620875994125e+07
5.22000000e+03,2.279399771387118e+11,1.020882146023158e+08,2.279041892953514e+11,1.261289859963887e+08,-1.080713190407950e+01,2.412989010285858e+04,3.897221513532105e+02,2.419478350182407e+04,4.311297280247103e+07,2.945499073313819e+07
5.40000000e+03,2.279399751520466e+11,1.064315948020383e+08,2.279042590939921e+11,1.304842553904304e+08,-1.126692525937345e+01,2.412988989254877e+04,3.858163805863595e+02,2.419710090681850e+04,4.306004272068688e+07,2.967592410090853e+07
5.58000000e+03,2.279399730826187e+11,1.107749749631164e+08,2.279043281890777e+11,1.348399427870043e+08,-1.172671861057649e+01,2.412988967347764e+04,3.819048909671293e+02,2.419942797045031e+04,4.300791918419416e+07,2.989897298772720e+07
5.76000000e+03,2.279399709304279e+11,1.151183550839733e+08,2.279043965795895e+11,1.391960499210120e+08,-1.218651195752167e+01,2.412988944564518e+04,3.779878059286647e+02,2.420176465186936e+04,4.295660387206309e+07,3.012409672109500e+07
5.94000000e+03,2.279399686954744e+11,1.194617351630318e+08,2.279044642645323e+11,1.435525785198681e+08,-1.264630530004204e+01,2.412988920905139e+04,3.740652502890041e+02,2.420411090870767e+04,4.290609913449833e+07,3.035124955238019e+07
6.12000000e+03,2.279399663777580e+11,1.238051151987149e+08,2.279045312429319e+11,1.479095303032206e+08,-1.310609863797067e+01,2.412988896369626e+04,3.701373502266837e+02,2.420646669707805e+04,4.285640696881657e+07,3.058038037060428e+07
6.30000000e+03,2.279399639772788e+11,1.281484951894455e+08,2.279045975138387e+11,1.522669069826818e+08,-1.356589197114060e+01,2.412988870957981e+04,3.662042332683786e+02,2.420883197156489e+04,4.280752894348810e+07,3.081143240678144e+07
6.48000000e+03,2.279399614940369e+11,1.324918751336466e+08,2.279046630763246e+11,1.566247102615531e+08,-1.402568529938488e+01,2.412988844670203e+04,3.622660282651472e+02,2.421120668522294e+04,4.275946710267171e+07,3.104434293260491e+07
6.66000000e+03,2.279399589280321e+11,1.368352550297413e+08,2.279047279294854e+11,1.609829418345453e+08,-1.448547862253657e+01,2.412988817506292e+04,3.583228653728314e+02,2.421359078957238e+04,4.271222366170712e+07,3.127904295181536e+07
6.84000000e+03,2.279399562792646e+11,1.411786348761524e+08,2.279047920724408e+11,1.653416033875054e+08,-1.494527194042872e+01,2.412988789466248e+04,3.543748760341667e+02,2.421598423459462e+04,4.266579999997821e+07,3.151545688639319e+07
7.02000000e+03,2.279399535477342e+11,1.455220146713028e+08,2.279048555043334e+11,1.697006965971388e+08,-1.540506525289439e+01,2.412988760550071e+04,3.504221929547329e+02,2.421838696873028e+04,4.262019839055902e+07,3.175350225885186e+07
7.20000000e+03,2.279399507334411e+11,1.498653944136157e+08,2.279049182243310e+11,1.740602231307319e+08,-1.586485855976663e+01,2.412988730757761e+04,3.464649500819485e+02,2.422079893887659e+04,4.257542052687325e+07,3.199308937126326e+07
7.38000000e+03,2.279399478363852e+11,1.542087741015138e+08,2.279049802316246e+11,1.784201846458713e+08,-1.632465186087850e+01,2.412988700089318e+04,3.425032825814656e+02,2.422322009038645e+04,4.253146827125750e+07,3.223412098341586e+07
7.56000000e+03,2.279399448565664e+11,1.585521537334203e+08,2.279050415254302e+11,1.827805827901711e+08,-1.678444515606304e+01,2.412988668544743e+04,3.385373268152218e+02,2.422565036706592e+04,4.248834330995454e+07,3.247649199077150e+07
7.74000000e+03,2.279399417939849e+11,1.628955333077580e+08,2.279051021049883e+11,1.871414192009889e+08,-1.724423844515331e+01,2.412988636124034e+04,3.345672203166520e+02,2.422808971117487e+04,4.244604721362544e+07,3.272008910538510e+07
7.92000000e+03,2.279399386486406e+11,1.672389128229499e+08,2.279051619695642e+11,1.915026955051516e+08,-1.770403172798236e+01,2.412988602827193e+04,3.305931017647713e+02,2.423053806342723e+04,4.240458179505847e+07,3.296479054109031e+07
8.10000000e+03,2.279399354205335e+11,1.715822922774189e+08,2.279052211184482e+11,1.958644133186743e+08,-1.816382500438325e+01,2.412988568654219e+04,3.266151109605156e+02,2.423299536299072e+04,4.236394893669142e+07,3.321046570592213e+07
8.28000000e+03,2.279399321096636e+11,1.759256716695881e+08,2.279052795509569e+11,2.002265742464852e+08,-1.862361827418903e+01,2.412988533605112e+04,3.226333888008801e+02,2.423546154748863e+04,4.232415042960945e+07,3.345697490366512e+07
8.46000000e+03,2.279399287160309e+11,1.802690509978804e+08,2.279053372664296e+11,2.045891798821425e+08,-1.908341153723276e+01,2.412988497679872e+04,3.186480772502564e+02,2.423793655300202e+04,4.228518721637313e+07,3.370416905014245e+07
8.64000000e+03,2.279399252396354e+11,1.846124302607187e+08,2.279053942642340e+11,2.089522318075638e+08,-1.954320479334748e+01,2.412988460878499e+04,3.146593193161643e+02,2.424042031407154e+04,4.224706152139215e+07,3.395188940219329e+07
8.82000000e+03,2.279399216804772e+11,1.889558094565261e+08,2.279054505437627e+11,2.133157315927442e+08,-2.000299804236625e+01,2.412988423200993e+04,3.106672590183796e+02,2.424291276370181e+04,4.220977474484350e+07,3.419996730948047e+07
9.00000000e+03,2.279399180385562e+11,1.932991885837254e+08,2.279055061044344e+11,2.176796807954801e+08,-2.046279128412213e+01,2.412988384647355e+04,3.066720413643330e+02,2.424541383336310e+04,4.217332815478741e+07,3.444822398769940e+07
9.18000000e+03,2.279399143138723e+11,1.976425676407396e+08,2.279055609456934e+11,2.220440809610981e+08,-2.092258451844817e+01,2.412988345217584e+04,3.026738123167642e+02,2.424792345299775e+04,4.213772358315394e+07,3.469647032029884e+07
9.36000000e+03,2.279399105064257e+11,2.019859466259918e+08,2.279056150670114e+11,2.264089336221757e+08,-2.138237774517741e+01,2.412988304911680e+04,2.986727187643360e+02,2.425044155102537e+04,4.210296255612674e+07,3.494450669110040e+07
9.54000000e+03,2.279399066162163e+11,2.063293255379047e+08,2.279056684678861e+11,2.307742402982678e+08,-2.184217096414293e+01,2.412988263729643e+04,2.946689084939000e+02,2.425296805434716e+04,4.206904647945981e+07,3.519212285392366e+07
9.72000000e+03,2.279399026432442e+11,2.106727043749015e+08,2.279057211478416e+11,2.351400024956378e+08,-2.230196417517776e+01,2.412988221671474e+04,2.906625301574208e+02,2.425550288835337e+04,4.203597625107597e+07,3.543909784312992e+07
9.90000000e+03,2.279398985875092e+11,2.150160831354051e+08,2.279057731064291e+11,2.395062217069830e+08,-2.276175737811496e+01,2.412988178737172e+04,2.866537332426408e+02,2.425804597692953e+04,4.200375391892553e+07,3.568519993002461e+07
1.00800000e+04,2.279398944490115e+11,2.193594618178384e+08,2.279058243432267e+11,2.438728994111651e+08,-2.322155057278759e+01,2.412988134926737e+04,2.826426680404696e+02,2.426059724246495e+04,4.197238068650152e+07,3.593018663072711e+07
1.02600000e+04,2.279398902277510e+11,2.237028404206018e+08,2.279058748578398e+11,2.482400370729438e+08,-2.368134375902630e+01,2.412988090240170e+04,2.786294856123492e+02,2.426315660586069e+04,4.194185757186353e+07,3.617380476999292e+07
1.04400000e+04,2.279398859237278e+11,2.280462189420744e+08,2.279059246499012e+11,2.526076361427042e+08,-2.414113693665952e+01,2.412988044677469e+04,2.746143377574991e+02,2.426572398653987e+04,4.191218615731979e+07,3.641579060726568e+07
1.06200000e+04,2.279398815369417e+11,2.323895973807458e+08,2.279059737190695e+11,2.569756980561982e+08,-2.460093010552734e+01,2.412987998238637e+04,2.705973769823914e+02,2.426829930245383e+04,4.188336736437072e+07,3.665587002920872e+07
1.08000000e+04,2.279398770673929e+11,2.367329757350387e+08,2.279060220650340e+11,2.613442242342780e+08,-2.506072326546279e+01,2.412987950923671e+04,2.665787564634330e+02,2.427088247009664e+04,4.185540274141310e+07,3.689375881256057e+07
1.09800000e+04,2.279398725150813e+11,2.410763540033761e+08,2.279060696875091e+11,2.657132160826280e+08,-2.552051641629893e+01,2.412987902732573e+04,2.625586300165305e+02,2.427347340451257e+04,4.182829345028298e+07,3.712916296733538e+07
1.11600000e+04,2.279398678800070e+11,2.454197321841811e+08,2.279061165862376e+11,2.700826749915214e+08,-2.598030955786882e+01,2.412987853665342e+04,2.585371520567972e+02,2.427607201931237e+04,4.180204040269661e+07,3.736177915821286e+07
1.13400000e+04,2.279398631621699e+11,2.497631102758765e+08,2.279061627609900e+11,2.744526023355414e+08,-2.644010269000551e+01,2.412987803721979e+04,2.545144775716486e+02,2.427867822667988e+04,4.177664513775283e+07,3.759129521231835e+07
