t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279476271186441e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412948882696636e+04,2.505913734650827e+07,2.387600139431063e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279477174144656e+11,4.344359009000483e+06,2.067083027254824e+00,2.412989243443286e+04,5.032931487469913e+02,2.414116352380289e+04,2.508757584632197e+07,2.369124950648111e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279478083058292e+11,8.690815863379287e+06,1.607289625195638e+00,2.412989246944031e+04,5.066169686588436e+02,2.415279783161846e+04,2.511850861409010e+07,2.349554182110814e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279478997981614e+11,1.303936309075822e+07,1.147496222553277e+00,2.412989249568644e+04,5.099704080458268e+02,2.416438950852453e+04,2.515192924143303e+07,2.328997151410387e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279479918966970e+11,1.738999281912956e+07,6.877028194944429e-01,2.412989251317123e+04,5.133523971183798e+02,2.417593635645479e+04,2.518783032445329e+07,2.307562739586830e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279480846064786e+11,2.174269678492749e+07,2.279094161858659e-01,2.412989252189470e+04,5.167618495018662e+02,2.418743622318007e+04,2.522620505650830e+07,2.285358198942950e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279481779323504e+11,2.609746634146267e+07,-2.318839872055538e-01,2.412989252185683e+04,5.201976638093669e+02,2.419888700432530e+04,2.526704521861311e+07,2.262488111543024e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279482718789572e+11,3.045429246770268e+07,-6.916773905126863e-01,2.412989251305763e+04,5.236587252110293e+02,2.421028664521513e+04,2.531034177751238e+07,2.239053505060316e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279483664507420e+11,3.481316577737327e+07,-1.151470793568634e+00,2.412989249549710e+04,5.271439070071431e+02,2.422163314258017e+04,2.535608694851846e+07,2.215151126438316e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279484616519446e+11,3.917407652836124e+07,-1.611264196206670e+00,2.412989246917524e+04,5.306520722240539e+02,2.423292454619004e+04,2.540427041540155e+07,2.190872868707794e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279485574865991e+11,4.353701463239371e+07,-2.071057598260084e+00,2.412989243409205e+04,5.341820751902084e+02,2.424415896030450e+04,2.545488300882447e+07,2.166305342736305e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279486539585324e+11,4.790196966497204e+07,-2.530850999561517e+00,2.412989239024753e+04,5.377327631290018e+02,2.425533454505776e+04,2.550791460765119e+07,2.141529582238650e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279487510713640e+11,5.226893087553914e+07,-2.990644399944022e+00,2.412989233764168e+04,5.413029777195906e+02,2.426644951765101e+04,2.556335415796477e+07,2.116620868951545e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279488488285038e+11,5.663788719785377e+07,-3.450437799240653e+00,2.412989227627449e+04,5.448915566651426e+02,2.427750215347325e+04,2.562119024568883e+07,2.091648663283251e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279489472331529e+11,6.100882726055501e+07,-3.910231197284463e+00,2.412989220614597e+04,5.484973352362692e+02,2.428849078707637e+04,2.568141241771644e+07,2.066676625689041e+07
