t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279561016949153e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412904029961289e+04,2.879363109827083e+07,2.389736759738759e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279561921214912e+11,4.343919627858186e+06,2.067083027254824e+00,2.412989243443286e+04,5.047414169721085e+02,2.413672871379732e+04,2.884451378662859e+07,2.364795182484795e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279562834016274e+11,8.689219498460468e+06,1.607289625195638e+00,2.412989246944031e+04,5.094838690315364e+02,2.414437619429102e+04,2.889725514535931e+07,2.339837856912350e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279563755354371e+11,1.303589217735012e+07,1.147496222553277e+00,2.412989249568644e+04,5.142265423800995e+02,2.415198200741556e+04,2.895184813127893e+07,2.314910266324797e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279564685228873e+11,1.738393010028752e+07,6.877028194944429e-01,2.412989251317123e+04,5.189686292007897e+02,2.415954544484199e+04,2.900828509134354e+07,2.290054166956447e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279565623638003e+11,2.173332557782784e+07,2.279094161858659e-01,2.412989252189470e+04,5.237093282557707e+02,2.416706582376251e+04,2.906655896404426e+07,2.265307697843910e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279566570578546e+11,2.608407079992532e+07,-2.318839872055538e-01,2.412989252185683e+04,5.284478454540332e+02,2.417454248700792e+04,2.912666181995274e+07,2.240705512575794e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279567526045866e+11,3.043615784055933e+07,-6.916773905126863e-01,2.412989251305763e+04,5.331833944124082e+02,2.418197480314726e+04,2.918858534226771e+07,2.216278927822680e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279568490033917e+11,3.478957866237003e+07,-1.151470793568634e+00,2.412989249549710e+04,5.379151969813164e+02,2.418936216653013e+04,2.925232230599238e+07,2.192056084327782e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279569462535266e+11,3.914432512130398e+07,-1.611264196206670e+00,2.412989246917524e+04,5.426424837714090e+02,2.419670399732535e+04,2.931786338740262e+07,2.168062116236657e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279570443541099e+11,4.350038897126019e+07,-2.071057598260084e+00,2.412989243409205e+04,5.473644946458255e+02,2.420399974150556e+04,2.938520120713593e+07,2.144319325566332e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279571433041242e+11,4.785776186873035e+07,-2.530850999561517e+00,2.412989239024753e+04,5.520804791923641e+02,2.421124887080261e+04,2.945432604106434e+07,2.120847358770645e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279572431024179e+11,5.221643537743269e+07,-2.990644399944022e+00,2.412989233764168e+04,5.567896971895285e+02,2.421845088265243e+04,2.952522963517853e+07,2.097663382902433e+07
