t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279696610169492e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412832270786968e+04,3.807385487804788e+07,2.396329532118512e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279697513480597e+11,4.343397528574255e+06,2.067083027254824e+00,2.412989243443286e+04,5.036784359060511e+02,2.413164769077706e+04,3.814395914752530e+07,2.376558239973726e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279698423403547e+11,8.687391900910307e+06,1.607289625195638e+00,2.412989246944031e+04,5.073464584731960e+02,2.413495429148309e+04,3.821510090448318e+07,2.357058108263051e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279699339919413e+11,1.303197980369155e+07,1.147496222553277e+00,2.412989249568644e+04,5.110038665967384e+02,2.413824246040108e+04,3.828727458431238e+07,2.337828790402375e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279700263008920e+11,1.737715791502672e+07,6.877028194944429e-01,2.412989251317123e+04,5.146504629023513e+02,2.414151215183954e+04,3.836047736905761e+07,2.318869605059453e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279701192652426e+11,2.172292290514797e+07,2.279094161858659e-01,2.412989252189470e+04,5.182860537689932e+02,2.414476332396015e+04,3.843470455142407e+07,2.300179564885542e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279702128829948e+11,2.606927143709949e+07,-2.318839872055538e-01,2.412989252185683e+04,5.219104493491678e+02,2.414799593873402e+04,3.850995246755979e+07,2.281757403476590e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279703071521173e+11,3.041620016741992e+07,-6.916773905126863e-01,2.412989251305763e+04,5.255234635859921e+02,2.415120996189536e+04,3.858621639562555e+07,2.263601600648498e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279704020705446e+11,3.476370574681412e+07,-1.151470793568634e+00,2.412989249549710e+04,5.291249142200695e+02,2.415440536288893e+04,3.866349279101920e+07,2.245710406123313e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279704976361793e+11,3.911178482081842e+07,-1.611264196206670e+00,2.412989246917524e+04,5.327146228120662e+02,2.415758211482921e+04,3.874177719175299e+07,2.228081861588170e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279705938468916e+11,4.346043403045531e+07,-2.071057598260084e+00,2.412989243409205e+04,5.362924147453465e+02,2.416074019444588e+04,3.882106510673649e+07,2.210713821359405e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279706907005207e+11,4.780965001288089e+07,-2.530850999561517e+00,2.412989239024753e+04,5.398581192362764e+02,2.416387958203483e+04,3.890135242125108e+07,2.193603971602967e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279707881948774e+11,5.215942940202085e+07,-2.990644399944022e+00,2.412989233764168e+04,5.434115693371367e+02,2.416700026140561e+04,3.898263527338634e+07,2.176749848225728e+07
