t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279069491525424e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413164210649260e+04,4.076817707555921e+07,2.398591481765072e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279070387725247e+11,4.343940370698817e+06,2.067083027254824e+00,2.412989243443286e+04,4.957749016781181e+02,2.413436517792297e+04,4.069622167959603e+07,2.416799337719583e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279071276311135e+11,8.688372196959862e+06,1.607289625195638e+00,2.412989246944031e+04,4.915400969037678e+02,2.413710272389692e+04,4.062517281851181e+07,2.435256417228856e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279072157265749e+11,1.303329808195925e+07,1.147496222553277e+00,2.412989249568644e+04,4.872957287678513e+02,2.413985471909014e+04,4.055503316287043e+07,2.453964019413805e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279073030572001e+11,1.737872062409284e+07,6.877028194944429e-01,2.412989251317123e+04,4.830419430173605e+02,2.414262113570758e+04,4.048580666151401e+07,2.472923232908315e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279073896213078e+11,2.172464241652900e+07,2.279094161858659e-01,2.412989252189470e+04,4.787788880452201e+02,2.414540194345584e+04,4.041749639842650e+07,2.492134916293614e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279074754172431e+11,2.607106604675652e+07,-2.318839872055538e-01,2.412989252185683e+04,4.745067148782518e+02,2.414819710951602e+04,4.035010541619811e+07,2.511599677310837e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279075604433783e+11,3.041799409612761e+07,-6.916773905126863e-01,2.412989251305763e+04,4.702255771628609e+02,2.415100659851846e+04,4.028363698828550e+07,2.531317850801602e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279076446981136e+11,3.476542913939656e+07,-1.151470793568634e+00,2.412989249549710e+04,4.659356311481894e+02,2.415383037251938e+04,4.021809421610297e+07,2.551289475332496e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279077281798781e+11,3.911337374425473e+07,-1.611264196206670e+00,2.412989246917524e+04,4.616370356705997e+02,2.415666839097543e+04,4.015348035326784e+07,2.571514268435173e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279078108871300e+11,4.346183047085938e+07,-2.071057598260084e+00,2.412989243409205e+04,4.573299521372924e+02,2.415952061071916e+04,4.008979834843021e+07,2.591991600435548e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279078928183549e+11,4.781080187136021e+07,-2.530850999561517e+00,2.412989239024753e+04,4.530145445009248e+02,2.416238698594087e+04,4.002705144459602e+07,2.612720466902659e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279079739720696e+11,5.216029048942151e+07,-2.990644399944022e+00,2.412989233764168e+04,4.486909792432962e+02,2.416526746816404e+04,3.996524241985385e+07,2.633699459523581e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279080543468213e+11,5.651029885974070e+07,-3.450437799240653e+00,2.412989227627449e+04,4.443594253524209e+02,2.416816200622463e+04,3.990437484437425e+07,2.654926735534782e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279081339411872e+11,6.086082950756263e+07,-3.910231197284463e+00,2.412989220614597e+04,4.400200542926530e+02,2.417107054625611e+04,3.984445126987476e+07,2.676399985664745e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279082127537764e+11,6.521188494819155e+07,-4.370024593908506e+00,2.412989212725613e+04,4.356730399873495e+02,2.417399303166474e+04,3.978547460485534e+07,2.698116400456412e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279082907832284e+11,6.956346768649733e+07,-4.829817988945837e+00,2.412989203960495e+04,4.313185587851621e+02,2.417692940311690e+04,3.972744772073905e+07,2.720072635172038e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279083680282151e+11,7.391558021642280e+07,-5.289611382229506e+00,2.412989194319245e+04,4.269567894312358e+02,2.417987959852313e+04,3.967037378126592e+07,2.742264773123890e+07
3.24000000e+03,2.279399935296831e+11,5.431103030587935e+07,2.279084444874406e+11,7.826822502048551e+07,-5.749404773592568e+00,2.412989183801861e+04,4.225879130421594e+02,2.418284355301891e+04,3.961425555570045e+07,2.764688287522989e+07
3.42000000e+03,2.279399924534089e+11,5.865441082660432e+07,2.279085201596432e+11,8.262140456927642e+07,-6.209198162868077e+00,2.412989172408344e+04,4.182121130693395e+02,2.418582119895469e+04,3.955909603819406e+07,2.787338001906387e+07
3.60000000e+03,2.279399912943718e+11,6.299779132603244e+07,2.279085950435930e+11,8.697512132095861e+07,-6.668991549889086e+00,2.412989160138694e+04,4.138295752646828e+02,2.418881246588301e+04,3.950489753293479e+07,2.810208049240578e+07
3.78000000e+03,2.279399900525719e+11,6.734117180258667e+07,2.279086691380935e+11,9.132937772076133e+07,-7.128784934488648e+00,2.412989146992911e+04,4.094404876515260e+02,2.419181728054359e+04,3.945166292454366e+07,2.833291829643499e+07
3.96000000e+03,2.279399887280092e+11,7.168455225468998e+07,2.279087424419833e+11,9.568417620047340e+07,-7.588578316499818e+00,2.412989132970995e+04,4.050450404824840e+02,2.419483556685643e+04,3.939939518901266e+07,2.856581967000204e+07
4.14000000e+03,2.279399873206837e+11,7.602793268076532e+07,2.279088149541350e+11,1.000395191779346e+08,-8.048371695755648e+00,2.412989118072946e+04,4.006434262046370e+02,2.419786724591107e+04,3.934809682063566e+07,2.880070264510717e+07
4.32000000e+03,2.279399858305954e+11,8.037131307923566e+07,2.279088866734556e+11,1.043954090565256e+08,-8.508165072089193e+00,2.412989102298764e+04,3.962358394184384e+02,2.420091223595956e+04,3.929777053527582e+07,2.903747659383606e+07
4.50000000e+03,2.279399842577443e+11,8.471469344852394e+07,2.279089575988879e+11,1.087518482246570e+08,-8.967958445333505e+00,2.412989085648449e+04,3.918224768410736e+02,2.420397045240750e+04,3.924841871011739e+07,2.927604176788215e+07
