t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279374576271187e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413002709280862e+04,2.400470062613845e+07,2.387050810277681e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279375474597543e+11,4.344602338410552e+06,2.067083027254824e+00,2.412989243443286e+04,4.981480860202727e+02,2.414333826955023e+04,2.399661485046997e+07,2.392870607829649e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279376369634183e+11,8.691601863487277e+06,1.607289625195638e+00,2.412989246944031e+04,4.963448388784575e+02,2.415666196864539e+04,2.399126954322979e+07,2.396743504214638e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279377261469059e+11,1.304100053999744e+07,1.147496222553277e+00,2.412989249568644e+04,4.945906497201332e+02,2.416999497313912e+04,2.398866603746213e+07,2.398637247370749e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279378150190800e+11,1.739279975264954e+07,6.877028194944429e-01,2.412989251317123e+04,4.928858644117017e+02,2.418333405557814e+04,2.398880488018784e+07,2.398535956015876e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279379035888605e+11,2.174700030458296e+07,2.279094161858659e-01,2.412989252189470e+04,4.912307830317911e+02,2.419667598226961e+04,2.399168576537489e+07,2.396440480401091e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279379918652177e+11,2.610360241663333e+07,-2.318839872055538e-01,2.412989252185683e+04,4.896256594749043e+02,2.421001751758344e+04,2.399730851779041e+07,2.392368382939757e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279380798571656e+11,3.046260572737290e+07,-6.916773905126863e-01,2.412989251305763e+04,4.880707011714307e+02,2.422335542825704e+04,2.400567132392936e+07,2.386353539528409e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279381675737450e+11,3.482400929392187e+07,-1.151470793568634e+00,2.412989249549710e+04,4.865660689216955e+02,2.423668648769530e+04,2.401677213312637e+07,2.378445379327378e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279382550240279e+11,3.918781159353230e+07,-1.611264196206670e+00,2.412989246917524e+04,4.851118768507669e+02,2.425000748023222e+04,2.403060903134610e+07,2.368707795400081e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279383422170999e+11,4.355401052593675e+07,-2.071057598260084e+00,2.412989243409205e+04,4.837081924788871e+02,2.426331520535316e+04,2.404717775728227e+07,2.357217772994107e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279384291620550e+11,4.792260341645333e+07,-2.530850999561517e+00,2.412989239024753e+04,4.823550369050444e+02,2.427660648188354e+04,2.406647513451887e+07,2.344063790871366e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279385158679866e+11,5.229358701983684e+07,-2.990644399944022e+00,2.412989233764168e+04,4.810523851059366e+02,2.428987815209693e+04,2.408849565395370e+07,2.329344058175287e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279386023439802e+11,5.666695752486372e+07,-3.450437799240653e+00,2.412989227627449e+04,4.798001663478317e+02,2.430312708573735e+04,2.411323466408266e+07,2.313164651540937e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279386885991033e+11,6.104271055963479e+07,-3.910231197284463e+00,2.412989220614597e+04,4.785982647034745e+02,2.431635018400140e+04,2.414068615700027e+07,2.295637615900990e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279387746424005e+11,6.542084119758491e+07,-4.370024593908506e+00,2.412989212725613e+04,4.774465196794477e+02,2.432954438336498e+04,2.417084345436649e+07,2.276879088035602e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279388604828808e+11,6.980134396416815e+07,-4.829817988945837e+00,2.412989203960495e+04,4.763447269442559e+02,2.434270665931746e+04,2.420369937055016e+07,2.257007495309789e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279389461295149e+11,7.418421284421004e+07,-5.289611382229506e+00,2.412989194319245e+04,4.752926391545734e+02,2.435583402997326e+04,2.423924596404996e+07,2.236141872448535e+07
3.24000000e+03,2.279399935296831e+11,5.431103030587935e+07,2.279390315912236e+11,7.856944128989607e+07,-5.749404773592568e+00,2.412989183801861e+04,4.742899668749617e+02,2.436892355958407e+04,2.427747571768295e+07,2.214400330587374e+07
3.42000000e+03,2.279399924534089e+11,5.865441082660432e+07,2.279391168768735e+11,8.295702222937627e+07,-6.209198162868077e+00,2.412989172408344e+04,4.733363795904404e+02,2.438197236183666e+04,2.431837912914577e+07,2.191898701915310e+07
3.60000000e+03,2.279399912943718e+11,6.299779132603244e+07,2.279392019952666e+11,8.734694807595454e+07,-6.668991549889086e+00,2.412989160138694e+04,4.724315067990901e+02,2.439497760308016e+04,2.436194656625280e+07,2.168749374244098e+07
3.78000000e+03,2.279399900525719e+11,6.734117180258667e+07,2.279392869551351e+11,9.173921073784374e+07,-7.128784934488648e+00,2.412989146992911e+04,4.715749391864331e+02,2.440793650532941e+04,2.440816769854858e+07,2.145060320690780e+07
3.96000000e+03,2.279399887280092e+11,7.168455225468998e+07,2.279393717651342e+11,9.613380162844612e+07,-7.588578316499818e+00,2.412989132970995e+04,4.707662298714493e+02,2.442084634916752e+04,2.445703245817954e+07,2.120934322370628e+07
4.14000000e+03,2.279399873206837e+11,7.602793268076532e+07,2.279394564338357e+11,1.005307116771404e+08,-8.048371695755648e+00,2.412989118072946e+04,4.700048957212782e+02,2.443370447642279e+04,2.450852965767390e+07,2.096468375979777e+07
4.32000000e+03,2.279399858305954e+11,8.037131307923566e+07,2.279395409697212e+11,1.049299313405376e+08,-8.508165072089193e+00,2.412989102298764e+04,4.692904187266062e+02,2.444650829272193e+04,2.456264688492713e+07,2.071753273222740e+07
4.50000000e+03,2.279399842577443e+11,8.471469344852394e+07,2.279396253811756e+11,1.093314506141789e+08,-8.967958445333505e+00,2.412989085648449e+04,4.686222474325456e+02,2.445925526982720e+04,2.461937295724744e+07,2.046873336052716e+07
4.68000000e+03,2.279399826021304e+11,8.905807378705314e+07,2.279397096764821e+11,1.137352590446359e+08,-9.427751815321638e+00,2.412989068122001e+04,4.679997984189430e+02,2.447194294778891e+04,2.467869447782461e+07,2.021906289444009e+07
4.86000000e+03,2.279399808637536e+11,9.340145409324621e+07,2.279397938638157e+11,1.181413457419859e+08,-9.887545181886646e+00,2.412989049719419e+04,4.674224578223308e+02,2.448456893696482e+04,2.474059860903047e+07,1.996923252749924e+07
5.04000000e+03,2.279399790426141e+11,9.774483436552611e+07,2.279398779512390e+11,1.225496993926315e+08,-1.034733854486158e+01,2.412989030440705e+04,4.668895828956135e+02,2.449713091980101e+04,2.480507105004717e+07,1.971988830642393e+07
5.22000000e+03,2.279399771387118e+11,1.020882146023158e+08,2.279399619466988e+11,1.269603082724244e+08,-1.080713190407950e+01,2.412989010285858e+04,4.664005035977645e+02,2.450962665242010e+04,2.487209807227831e+07,1.947161285286210e+07
5.40000000e+03,2.279399751520466e+11,1.064315948020383e+08,2.279400458580093e+11,1.313731602600562e+08,-1.126692525937345e+01,2.412988989254877e+04,4.659545242063891e+02,2.452205396611627e+04,2.494166579066396e+07,1.922492773464001e+07
5.58000000e+03,2.279399730826187e+11,1.107749749631164e+08,2.279401296928678e+11,1.357882428507066e+08,-1.172671861057649e+01,2.412988967347764e+04,4.655509249472987e+02,2.453441076851613e+04,2.501375810445814e+07,1.898029630693961e+07
5.76000000e+03,2.279399709304279e+11,1.151183550839733e+08,2.279402134588359e+11,1.402055431698812e+08,-1.218651195752167e+01,2.412988944564518e+04,4.651889636403459e+02,2.454669504469420e+04,2.508836079862206e+07,1.873812692154309e+07
5.94000000e+03,2.279399686954744e+11,1.194617351630318e+08,2.279402971633404e+11,1.446250479874310e+08,-1.264630530004204e+01,2.412988920905139e+04,4.648678773473533e+02,2.455890485802093e+04,2.516545673921062e+07,1.849877635676615e+07
6.12000000e+03,2.279399663777580e+11,1.238051151987149e+08,2.279403808136685e+11,1.490467437317131e+08,-1.310609863797067e+01,2.412988896369626e+04,4.645868840214122e+02,2.457103835085797e+04,2.524503037791159e+07,1.826255337820458e+07
6.30000000e+03,2.279399639772788e+11,1.281484951894455e+08,2.279404644169656e+11,1.534706165038593e+08,-1.356589197114060e+01,2.412988870957981e+04,4.643451841517544e+02,2.458309374510883e+04,2.532706616973540e+07,1.802972234220786e+07
6.48000000e+03,2.279399614940369e+11,1.324918751336466e+08,2.279405479802310e+11,1.578966520921240e+08,-1.402568529938488e+01,2.412988844670203e+04,4.641419623976262e+02,2.459506934253459e+04,2.541154586485146e+07,1.780050677777665e+07
6.66000000e+03,2.279399589280321e+11,1.368352550297413e+08,2.279406315103165e+11,1.623248359862848e+08,-1.448547862253657e+01,2.412988817506292e+04,4.639763892079557e+02,2.460696352497662e+04,2.549845292851169e+07,1.757509288637582e+07
