t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279306779661017e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413038595671629e+04,2.562509264450978e+07,2.387905673853933e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279307675412346e+11,4.344454698235548e+06,2.067083027254824e+00,2.412989243443286e+04,4.952822900192612e+02,2.414134272620800e+04,2.559379776554757e+07,2.407872480275358e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279308562694892e+11,8.690885213536149e+06,1.607289625195638e+00,2.412989246944031e+04,4.905904258875261e+02,2.415233916088164e+04,2.556489401933539e+07,2.426810702185519e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279309441556127e+11,1.303929850645010e+07,1.147496222553277e+00,2.412989249568644e+04,4.859254560635444e+02,2.416337326308727e+04,2.553838700295626e+07,2.444616074695909e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279310312045388e+11,1.738970117468326e+07,6.877028194944429e-01,2.412989251317123e+04,4.812884131010142e+02,2.417444299920060e+04,2.551428223787861e+07,2.461185933932394e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279311174213862e+11,2.174209944679509e+07,2.279094161858659e-01,2.412989252189470e+04,4.766803123114067e+02,2.418554630153938e+04,2.549258456768374e+07,2.476420592437989e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279312028114540e+11,2.609649917624934e+07,-2.318839872055538e-01,2.412989252185683e+04,4.721021504384478e+02,2.419668107039746e+04,2.547329819167424e+07,2.490224778167200e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279312873802198e+11,3.045290583584148e+07,-6.916773905126863e-01,2.412989251305763e+04,4.675549043594438e+02,2.420784517616672e+04,2.545642651379936e+07,2.502509103078359e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279313711333351e+11,3.481132451250451e+07,-1.151470793568634e+00,2.412989249549710e+04,4.630395298465268e+02,2.421903646145976e+04,2.544197382642899e+07,2.513191522496906e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279314540766208e+11,3.917175990250955e+07,-1.611264196206670e+00,2.412989246917524e+04,4.585569603443623e+02,2.423025274335600e+04,2.542994184527134e+07,2.522198743085062e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279315362160640e+11,4.353421630708022e+07,-2.071057598260084e+00,2.412989243409205e+04,4.541081057846064e+02,2.424149181572397e+04,2.542033405257788e+07,2.529467535288857e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279316175578131e+11,4.789869762842034e+07,-2.530850999561517e+00,2.412989239024753e+04,4.496938514637409e+02,2.425275145154668e+04,2.541315212865106e+07,2.534945906513473e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279316981081744e+11,5.226520736617193e+07,-2.990644399944022e+00,2.412989233764168e+04,4.453150569626293e+02,2.426402940531655e+04,2.540839751520334e+07,2.538594093984478e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279317778736057e+11,5.663374861430600e+07,-3.450437799240653e+00,2.412989227627449e+04,4.409725551056476e+02,2.427532341550599e+04,2.540607116585522e+07,2.540385341171670e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279318568607124e+11,6.100432405846211e+07,-3.910231197284463e+00,2.412989220614597e+04,4.366671509896964e+02,2.428663120703217e+04,2.540617280201496e+07,2.540306428442194e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279319350762429e+11,6.537693597373308e+07,-4.370024593908506e+00,2.412989212725613e+04,4.323996210675673e+02,2.429795049376040e+04,2.540870355375802e+07,2.538357937689294e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279320125270823e+11,6.975158622290468e+07,-4.829817988945837e+00,2.412989203960495e+04,4.281707122795528e+02,2.430927898106454e+04,2.541366208009543e+07,2.534554240693765e+07
