t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279900000000000e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.412724644028791e+04,5.540661813311429e+07,2.413542520007818e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279900901623700e+11,4.343001559991378e+06,2.067083027254824e+00,2.412989243443286e+04,5.018037669994705e+02,2.412832595176665e+04,5.548746168552415e+07,2.402633984992372e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279901806488921e+11,8.686197005124412e+06,1.607289625195638e+00,2.412989246944031e+04,5.036016842521882e+02,2.412940071973644e+04,5.556878346660289e+07,2.391840222291081e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279902714585115e+11,1.302958548234938e+07,1.147496222553277e+00,2.412989249568644e+04,5.053937342684192e+02,2.413047075292378e+04,5.565058182258404e+07,2.381159844021252e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279903625901707e+11,1.737316614020664e+07,6.877028194944429e-01,2.412989251317123e+04,5.071799000396594e+02,2.413153606026799e+04,5.573285519113996e+07,2.370591476038069e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279904540428090e+11,2.171693812886439e+07,2.279094161858659e-01,2.412989252189470e+04,5.089601650377633e+02,2.413259665091814e+04,5.581560251432189e+07,2.360133758074636e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279905458153633e+11,2.606090060015642e+07,-2.318839872055538e-01,2.412989252185683e+04,5.107345132100994e+02,2.413365253422901e+04,5.589882217495351e+07,2.349785343869114e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279906379067663e+11,3.040505270761870e+07,-6.916773905126863e-01,2.412989251305763e+04,5.125029289786047e+02,2.413470371975843e+04,5.598251250670934e+07,2.339544901260886e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279907303159492e+11,3.474939360652506e+07,-1.151470793568634e+00,2.412989249549710e+04,5.142653972343060e+02,2.413575021726200e+04,5.606667233689902e+07,2.329411112290627e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279908230418406e+11,3.909392245392376e+07,-1.611264196206670e+00,2.412989246917524e+04,5.160219033367060e+02,2.413679203669147e+04,5.615130029203192e+07,2.319382673249866e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279909160833654e+11,4.343863840867089e+07,-2.071057598260084e+00,2.412989243409205e+04,5.177724331087301e+02,2.413782918818987e+04,5.623639474340910e+07,2.309458294747790e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279910094394455e+11,4.778354063146555e+07,-2.530850999561517e+00,2.412989239024753e+04,5.195169728343791e+02,2.413886168208838e+04,5.632195435843664e+07,2.299636701745284e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279911031089955e+11,5.212862828488164e+07,-2.990644399944022e+00,2.412989233764168e+04,5.212555092549709e+02,2.413988952890239e+04,5.640797735493646e+07,2.289916633588482e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279911970909511e+11,5.647390053340761e+07,-3.450437799240653e+00,2.412989227627449e+04,5.229880295671572e+02,2.414091273933138e+04,5.649446270199337e+07,2.280296843932775e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279912913842166e+11,6.081935654346779e+07,-3.910231197284463e+00,2.412989220614597e+04,5.247145214170216e+02,2.414193132424872e+04,5.658140870553344e+07,2.270776100901127e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279913859877072e+11,6.516499548346133e+07,-4.370024593908506e+00,2.412989212725613e+04,5.264349728993180e+02,2.414294529470378e+04,5.666881407787175e+07,2.261353186940280e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279914809003349e+11,6.951081652379268e+07,-4.829817988945837e+00,2.412989203960495e+04,5.281493725527733e+02,2.414395466191687e+04,5.675667702917036e+07,2.252026898835764e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279915761210089e+11,7.385681883689992e+07,-5.289611382229506e+00,2.412989194319245e+04,5.298577093567396e+02,2.414495943727555e+04,5.684499660892566e+07,2.242796047679014e+07
