t,x_mars,y_mars,x_ship,y_ship,v_x_mars,v_y_mars,v_x_ship,v_y_ship,d,b
0.00000000e+00,2.279399987501791e+11,-2.386982091107302e+07,2.279205084745763e+11,0.000000000000000e+00,2.526876428563472e+00,2.412989239066407e+04,5.000000000000000e+02,2.413092428259998e+04,3.081621647406164e+07,2.391019750304852e+07
1.80000000e+02,2.279399991636355e+11,-1.952644027667850e+07,2.279205979710777e+11,4.344133189097617e+06,2.067083027254824e+00,2.412989243443286e+04,4.944034211965652e+02,2.413722974258347e+04,3.076053572743245e+07,2.415702771862438e+07
3.60000000e+02,2.279399994943290e+11,-1.518305963519413e+07,2.279206864598232e+11,8.689404442625782e+06,1.607289625195638e+00,2.412989246944031e+04,4.888028167961614e+02,2.414356937668068e+04,3.070647916379391e+07,2.440501899569136e+07
5.40000000e+02,2.279399997422597e+11,-1.083967898820086e+07,2.279207739401448e+11,1.303581987050042e+07,1.147496222553277e+00,2.412989249568644e+04,4.831988137165935e+02,2.414994272171284e+04,3.065405197361197e+07,2.465385158274134e+07
7.20000000e+02,2.279399999074276e+11,-6.496298337273437e+06,2.279208604114874e+11,1.738338549776804e+07,6.877028194944429e-01,2.412989251317123e+04,4.775920446481080e+02,2.415634929787316e+04,3.060326150454898e+07,2.490317657806010e+07
9.00000000e+02,2.279399999898327e+11,-2.152917683986847e+06,2.279209458734104e+11,2.173210726161994e+07,2.279094161858659e-01,2.412989252189470e+04,4.719831476834527e+02,2.416278860880829e+04,3.055411223115441e+07,2.515261498976618e+07
1.08000000e+03,2.279399999894750e+11,2.190462970082306e+06,2.279210303255888e+11,2.608199100842143e+07,-2.318839872055538e-01,2.412989252185683e+04,4.663727659449744e+02,2.416926014170923e+04,3.050661023133527e+07,2.540175696904029e+07
1.26000000e+03,2.279399999063545e+11,6.533843623355252e+06,2.279211137678134e+11,3.043304249076108e+07,-6.916773905126863e-01,2.412989251305763e+04,4.607615471914994e+02,2.417576336743366e+04,3.046076071749371e+07,2.565016125563793e+07
1.44000000e+03,2.279399997404712e+11,1.087722427425541e+07,2.279211961999921e+11,3.478526736452099e+07,-1.151470793568634e+00,2.412989249549710e+04,4.551501434288301e+02,2.418229774063086e+04,3.041656883700823e+07,2.589735487531894e+07
1.62000000e+03,2.279399994918250e+11,1.522060492120783e+07,2.279212776221506e+11,3.913867118597388e+07,-1.611264196206670e+00,2.412989246917524e+04,4.495392104982604e+02,2.418886269990147e+04,3.037403987616280e+07,2.614283313338846e+07
1.80000000e+03,2.279399991604160e+11,1.956398556263768e+07,2.279213580344328e+11,4.349325940890965e+07,-2.071057598260084e+00,2.412989243409205e+04,4.439294076593781e+02,2.419545766797438e+04,3.033317870516780e+07,2.638605994799140e+07
1.98000000e+03,2.279399987462443e+11,2.390736619696403e+07,2.279214374371021e+11,4.784903738179467e+07,-2.530850999561517e+00,2.412989239024753e+04,4.383213971756578e+02,2.420208205188739e+04,3.029398992820607e+07,2.662646856714501e+07
2.16000000e+03,2.279399982493097e+11,2.825074682260985e+07,2.279215158305405e+11,5.220601034496737e+07,-2.990644399944022e+00,2.412989233764168e+04,4.327158438756825e+02,2.420873524321085e+04,3.025647808712556e+07,2.686346271502525e+07
2.34000000e+03,2.279399976696123e+11,3.259412743799809e+07,2.279215932152505e+11,5.656418342787320e+07,-3.450437799240653e+00,2.412989227627449e+04,4.271134147212953e+02,2.421541661827101e+04,3.022064767593798e+07,2.709641820710541e+07
2.52000000e+03,2.279399970071521e+11,3.693750804155172e+07,2.279216695918543e+11,6.092356164634461e+07,-3.910231197284463e+00,2.412989220614597e+04,4.215147783567153e+02,2.422212553841116e+04,3.018650252991959e+07,2.732468507338174e+07
2.70000000e+03,2.279399962619290e+11,4.128088863169371e+07,2.279217449610965e+11,6.528414989992766e+07,-4.370024593908506e+00,2.412989212725613e+04,4.159206046629957e+02,2.422886135025648e+04,3.015404679341651e+07,2.754759021996985e+07
2.88000000e+03,2.279399954339432e+11,4.562426920684700e+07,2.279218193238375e+11,6.964595296925579e+07,-4.829817988945837e+00,2.412989203960495e+04,4.103315643054590e+02,2.423562338600116e+04,3.012328444932339e+07,2.776444065569408e+07
3.06000000e+03,2.279399945231946e+11,4.996764976543456e+07,2.279218926810635e+11,7.400897551348577e+07,-5.289611382229506e+00,2.412989194319245e+04,4.047483282717138e+02,2.424241096372131e+04,3.009421900224378e+07,2.797452729288418e+07
3.24000000e+03,2.279399935296831e+11,5.431103030587935e+07,2.279219650338797e+11,7.837322206778102e+07,-5.749404773592568e+00,2.412989183801861e+04,3.991715674024344e+02,2.424922338771167e+04,3.006685464258848e+07,2.817712933183741e+07
3.42000000e+03,2.279399924534089e+11,5.865441082660432e+07,2.279220363835121e+11,8.273869704086271e+07,-6.209198162868077e+00,2.412989172408344e+04,3.936019519418975e+02,2.425605994881090e+04,3.004119331534487e+07,2.837151921000313e+07
3.60000000e+03,2.279399912943718e+11,6.299779132603244e+07,2.279221067313065e+11,8.710540471262059e+07,-6.668991549889086e+00,2.412989160138694e+04,3.880401510485510e+02,2.426291992479428e+04,3.001723902301873e+07,2.855696809411675e+07
3.78000000e+03,2.279399900525719e+11,6.734117180258667e+07,2.279221760787300e+11,9.147334923179710e+07,-7.128784934488648e+00,2.412989146992911e+04,3.824868323458853e+02,2.426980258073017e+04,2.999499370697542e+07,2.873275186573863e+07
3.96000000e+03,2.279399887280092e+11,7.168455225468998e+07,2.279222444273692e+11,9.584253461373237e+07,-7.588578316499818e+00,2.412989132970995e+04,3.769426614411801e+02,2.427670716939463e+04,2.997446091138683e+07,2.889815754166428e+07
4.14000000e+03,2.279399873206837e+11,7.602793268076532e+07,2.279223117789305e+11,1.002129647381938e+08,-8.048371695755648e+00,2.412989118072946e+04,3.714083014549564e+02,2.428363293168985e+04,2.995564295166496e+07,2.905249004530089e+07
4.32000000e+03,2.279399858305954e+11,8.037131307923566e+07,2.279223781352390e+11,1.045846433472724e+08,-8.508165072089193e+00,2.412989102298764e+04,3.658844125603349e+02,2.429057909706618e+04,2.993854213482163e+07,2.919507923078628e+07
4.50000000e+03,2.279399842577443e+11,8.471469344852394e+07,2.279224434982393e+11,1.089575740433648e+08,-8.967958445333505e+00,2.412989085648449e+04,3.603716515079507e+02,2.429754488398196e+04,2.992316010986118e+07,2.932528704378875e+07
4.68000000e+03,2.279399826021304e+11,8.905807378705314e+07,2.279225078699926e+11,1.133317602872359e+08,-9.427751815321638e+00,2.412989068122001e+04,3.548706711625987e+02,2.430452950036640e+04,2.990949907443902e+07,2.944251469000774e+07
4.86000000e+03,2.279399808637536e+11,9.340145409324621e+07,2.279225712526778e+11,1.177072053961672e+08,-9.887545181886646e+00,2.412989049719419e+04,3.493821200444171e+02,2.431153214409489e+04,2.989756028446079e+07,2.954620966714209e+07
5.04000000e+03,2.279399790426141e+11,9.774483436552611e+07,2.279226336485905e+11,1.220839125421879e+08,-1.034733854486158e+01,2.412989030440705e+04,3.439066418716338e+02,2.431855200348217e+04,2.988734562995009e+07,2.963587251379100e+07
