t,x,y,v_x,v_y,d
0.00000000e+00,-1.694750000000e+08,2.028027196653e+07,2.695447858255e+03,0.000000000000e+00,1.706841089734e+08
1.80000000e+02,-1.689897956938e+08,2.028026912874e+07,2.695711347029e+03,-3.157571757765e-02,1.702023539076e+08
3.60000000e+02,-1.685045438262e+08,2.028026058314e+07,2.695976320889e+03,-6.342070188939e-02,1.697205678991e+08
5.40000000e+02,-1.680192441287e+08,2.028024628098e+07,2.696242792484e+03,-9.553803035122e-02,1.692387535195e+08
7.20000000e+02,-1.675338963306e+08,2.028022617296e+07,2.696510774607e+03,-1.279308245699e-01,1.687569106640e+08
9.00000000e+02,-1.670485001587e+08,2.028020020920e+07,2.696780280196e+03,-1.606022511079e-01,1.682750392268e+08
1.08000000e+03,-1.665630553378e+08,2.028016833927e+07,2.697051322339e+03,-1.935555222639e-01,1.677931391023e+08
1.26000000e+03,-1.660775615900e+08,2.028013051214e+07,2.697323914274e+03,-2.267938968690e-01,1.673112101839e+08
1.44000000e+03,-1.655920186351e+08,2.028008667620e+07,2.697598069391e+03,-2.603206810993e-01,1.668292523650e+08
1.62000000e+03,-1.651064261907e+08,2.028003677922e+07,2.697873801235e+03,-2.941392293053e-01,1.663472655384e+08
1.80000000e+03,-1.646207839715e+08,2.027998076840e+07,2.698151123510e+03,-3.282529448578e-01,1.658652495965e+08
1.98000000e+03,-1.641350916902e+08,2.027991859028e+07,2.698430050077e+03,-3.626652810117e-01,1.653832044314e+08
2.16000000e+03,-1.636493490567e+08,2.027985019080e+07,2.698710594961e+03,-3.973797417873e-01,1.649011299347e+08
2.34000000e+03,-1.631635557784e+08,2.027977551527e+07,2.698992772350e+03,-4.323998828701e-01,1.644190259975e+08
2.52000000e+03,-1.626777115601e+08,2.027969450832e+07,2.699276596597e+03,-4.677293125290e-01,1.639368925106e+08
2.70000000e+03,-1.621918161042e+08,2.027960711397e+07,2.699562082228e+03,-5.033716925538e-01,1.634547293644e+08
2.88000000e+03,-1.617058691102e+08,2.027951327555e+07,2.699849243936e+03,-5.393307392123e-01,1.629725364489e+08
3.06000000e+03,-1.612198702752e+08,2.027941293572e+07,2.700138096591e+03,-5.756102242275e-01,1.624903136535e+08
3.24000000e+03,-1.607338192934e+08,2.027930603645e+07,2.700428655240e+03,-6.122139757748e-01,1.620080608676e+08
3.42000000e+03,-1.602477158563e+08,2.027919251903e+07,2.700720935106e+03,-6.491458795010e-01,1.615257779798e+08
3.60000000e+03,-1.597615596528e+08,2.027907232404e+07,2.701014951598e+03,-6.864098795643e-01,1.610434648786e+08
3.78000000e+03,-1.592753503689e+08,2.027894539135e+07,2.701310720306e+03,-7.240099796968e-01,1.605611214518e+08
3.96000000e+03,-1.587890876878e+08,2.027881166008e+07,2.701608257010e+03,-7.619502442887e-01,1.600787475871e+08
