t,x,y,v_x,v_y,d
0.00000000e+00,-1.694750000000e+08,6.949184100418e+06,2.695447858255e+03,0.000000000000e+00,1.696174129760e+08
1.80000000e+02,-1.689897952432e+08,6.949183109535e+06,2.695716363866e+03,-1.102565839552e-02,1.691326194243e+08
3.60000000e+02,-1.685045420167e+08,6.949180125479e+06,2.695986411939e+03,-2.214653808195e-02,1.686477770184e+08
5.40000000e+02,-1.680192400418e+08,6.949175131013e+06,2.696258015948e+03,-3.336374474557e-02,1.681628881926e+08
7.20000000e+02,-1.675338890371e+08,6.949168108695e+06,2.696531189527e+03,-4.467840025518e-02,1.676779526855e+08
9.00000000e+02,-1.670484887188e+08,6.949159040885e+06,2.696805946471e+03,-5.609164294853e-02,1.671929702339e+08
1.08000000e+03,-1.665630388008e+08,6.949147909731e+06,2.697082300737e+03,-6.760462792465e-02,1.667079405718e+08
1.26000000e+03,-1.660775389942e+08,6.949134697175e+06,2.697360266450e+03,-7.921852734230e-02,1.662228634314e+08
1.44000000e+03,-1.655919890076e+08,6.949119384947e+06,2.697639857902e+03,-9.093453072466e-02,1.657377385424e+08
1.62000000e+03,-1.651063885472e+08,6.949101954557e+06,2.697921089555e+03,-1.027538452705e-01,1.652525656320e+08
1.80000000e+03,-1.646207373164e+08,6.949082387302e+06,2.698203976047e+03,-1.146776961715e-01,1.647673444253e+08
1.98000000e+03,-1.641350350159e+08,6.949060664252e+06,2.698488532190e+03,-1.267073269373e-01,1.642820746449e+08
2.16000000e+03,-1.636492813440e+08,6.949036766254e+06,2.698774772975e+03,-1.388439997258e-01,1.637967560109e+08
2.34000000e+03,-1.631634759959e+08,6.949010673925e+06,2.699062713574e+03,-1.510889956820e-01,1.633113882410e+08
2.52000000e+03,-1.626776186645e+08,6.948982367650e+06,2.699352369345e+03,-1.634436152836e-01,1.628259710505e+08
2.70000000e+03,-1.621917090394e+08,6.948951827579e+06,2.699643755831e+03,-1.759091786932e-01,1.623405041521e+08
2.88000000e+03,-1.617057468079e+08,6.948919033622e+06,2.699936888766e+03,-1.884870261192e-01,1.618549872559e+08
3.06000000e+03,-1.612197316540e+08,6.948883965444e+06,2.700231784076e+03,-2.011785181841e-01,1.613694200697e+08
3.24000000e+03,-1.607336632592e+08,6.948846602466e+06,2.700528457885e+03,-2.139850363002e-01,1.608838022983e+08
3.42000000e+03,-1.602475413018e+08,6.948806923858e+06,2.700826926512e+03,-2.269079830539e-01,1.603981336442e+08
3.60000000e+03,-1.597613654573e+08,6.948764908534e+06,2.701127206482e+03,-2.399487825987e-01,1.599124138071e+08
3.78000000e+03,-1.592751353981e+08,6.948720535152e+06,2.701429314521e+03,-2.531088810560e-01,1.594266424839e+08
3.96000000e+03,-1.587888507936e+08,6.948673782104e+06,2.701733267568e+03,-2.663897469253e-01,1.589408193691e+08
4.14000000e+03,-1.583025113103e+08,6.948624627521e+06,2.702039082769e+03,-2.797928715027e-01,1.584549441540e+08
4.32000000e+03,-1.578161166114e+08,6.948573049258e+06,2.702346777488e+03,-2.933197693097e-01,1.579690165275e+08
4.50000000e+03,-1.573296663569e+08,6.948519024899e+06,2.702656369306e+03,-3.069719785301e-01,1.574830361754e+08
4.68000000e+03,-1.568431602038e+08,6.948462531747e+06,2.702967876025e+03,-3.207510614577e-01,1.569970027809e+08
4.86000000e+03,-1.563565978059e+08,6.948403546823e+06,2.703281315674e+03,-3.346586049535e-01,1.565109160239e+08
5.04000000e+03,-1.558699788135e+08,6.948342046859e+06,2.703596706511e+03,-3.486962209131e-01,1.560247755817e+08
5.22000000e+03,-1.553833028737e+08,6.948278008295e+06,2.703914067024e+03,-3.628655467442e-01,1.555385811286e+08
5.40000000e+03,-1.548965696303e+08,6.948211407274e+06,2.704233415940e+03,-3.771682458560e-01,1.550523323358e+08
5.58000000e+03,-1.544097787238e+08,6.948142219637e+06,2.704554772225e+03,-3.916060081578e-01,1.545660288714e+08
5.76000000e+03,-1.539229297911e+08,6.948070420918e+06,2.704878155088e+03,-4.061805505707e-01,1.540796704005e+08
5.94000000e+03,-1.534360224656e+08,6.947995986342e+06,2.705203583988e+03,-4.208936175498e-01,1.535932565852e+08
6.12000000e+03,-1.529490563772e+08,6.947918890813e+06,2.705531078634e+03,-4.357469816181e-01,1.531067870841e+08
6.30000000e+03,-1.524620311524e+08,6.947839108917e+06,2.705860658993e+03,-4.507424439137e-01,1.526202615530e+08
6.48000000e+03,-1.519749464140e+08,6.947756614913e+06,2.706192345291e+03,-4.658818347486e-01,1.521336796441e+08
6.66000000e+03,-1.514878017809e+08,6.947671382725e+06,2.706526158018e+03,-4.811670141802e-01,1.516470410066e+08
6.84000000e+03,-1.510005968686e+08,6.947583385942e+06,2.706862117934e+03,-4.965998725969e-01,1.511603452862e+08
7.02000000e+03,-1.505133312887e+08,6.947492597810e+06,2.707200246074e+03,-5.121823313164e-01,1.506735921253e+08
7.20000000e+03,-1.500260046490e+08,6.947398991225e+06,2.707540563746e+03,-5.279163431983e-01,1.501867811629e+08
7.38000000e+03,-1.495386165534e+08,6.947302538730e+06,2.707883092547e+03,-5.438038932708e-01,1.496999120345e+08
7.56000000e+03,-1.490511666020e+08,6.947203212506e+06,2.708227854355e+03,-5.598469993718e-01,1.492129843721e+08
7.74000000e+03,-1.485636543909e+08,6.947100984370e+06,2.708574871345e+03,-5.760477128060e-01,1.487259978042e+08
7.92000000e+03,-1.480760795120e+08,6.946995825764e+06,2.708924165987e+03,-5.924081190160e-01,1.482389519557e+08
8.10000000e+03,-1.475884415534e+08,6.946887707755e+06,2.709275761052e+03,-6.089303382705e-01,1.477518464477e+08
8.28000000e+03,-1.471007400990e+08,6.946776601021e+06,2.709629679621e+03,-6.256165263683e-01,1.472646808980e+08
8.46000000e+03,-1.466129747283e+08,6.946662475853e+06,2.709985945085e+03,-6.424688753588e-01,1.467774549203e+08
8.64000000e+03,-1.461251450169e+08,6.946545302140e+06,2.710344581154e+03,-6.594896142802e-01,1.462901681247e+08
8.82000000e+03,-1.456372505358e+08,6.946425049369e+06,2.710705611860e+03,-6.766810099149e-01,1.458028201173e+08
9.00000000e+03,-1.451492908518e+08,6.946301686616e+06,2.711069061565e+03,-6.940453675635e-01,1.453154105005e+08
9.18000000e+03,-1.446612655274e+08,6.946175182536e+06,2.711434954966e+03,-7.115850318369e-01,1.448279388728e+08
9.36000000e+03,-1.441731741203e+08,6.946045505361e+06,2.711803317098e+03,-7.293023874685e-01,1.443404048284e+08
9.54000000e+03,-1.436850161839e+08,6.945912622887e+06,2.712174173344e+03,-7.471998601447e-01,1.438528079578e+08
9.72000000e+03,-1.431967912671e+08,6.945776502474e+06,2.712547549439e+03,-7.652799173572e-01,1.433651478473e+08
9.90000000e+03,-1.427084989137e+08,6.945637111030e+06,2.712923471476e+03,-7.835450692748e-01,1.428774240789e+08
1.00800000e+04,-1.422201386634e+08,6.945494415009e+06,2.713301965913e+03,-8.019978696378e-01,1.423896362306e+08
1.02600000e+04,-1.417317100504e+08,6.945348380400e+06,2.713683059578e+03,-8.206409166733e-01,1.419017838760e+08
1.04400000e+04,-1.412432126047e+08,6.945198972724e+06,2.714066779678e+03,-8.394768540340e-01,1.414138665845e+08
1.06200000e+04,-1.407546458509e+08,6.945046157017e+06,2.714453153804e+03,-8.585083717598e-01,1.409258839209e+08
1.08000000e+04,-1.402660093088e+08,6.944889897830e+06,2.714842209939e+03,-8.777382072638e-01,1.404378354459e+08
1.09800000e+04,-1.397773024931e+08,6.944730159216e+06,2.715233976462e+03,-8.971691463421e-01,1.399497207153e+08
1.11600000e+04,-1.392885249133e+08,6.944566904721e+06,2.715628482160e+03,-9.168040242103e-01,1.394615392807e+08
1.13400000e+04,-1.387996760738e+08,6.944400097377e+06,2.716025756232e+03,-9.366457265644e-01,1.389732906888e+08
1.15200000e+04,-1.383107554736e+08,6.944229699694e+06,2.716425828296e+03,-9.566971906702e-01,1.384849744818e+08
1.17000000e+04,-1.378217626063e+08,6.944055673644e+06,2.716828728400e+03,-9.769614064792e-01,1.379965901970e+08
1.18800000e+04,-1.373326969603e+08,6.943877980660e+06,2.717234487025e+03,-9.974414177734e-01,1.375081373670e+08
1.20600000e+04,-1.368435580181e+08,6.943696581621e+06,2.717643135098e+03,-1.018140323339e+00,1.370196155193e+08
1.22400000e+04,-1.363543452568e+08,6.943511436842e+06,2.718054703996e+03,-1.039061278171e+00,1.365310241767e+08
1.24200000e+04,-1.358650581479e+08,6.943322506066e+06,2.718469225558e+03,-1.060207494708e+00,1.360423628568e+08
1.26000000e+04,-1.353756961569e+08,6.943129748453e+06,2.718886732091e+03,-1.081582244099e+00,1.355536310721e+08
1.27800000e+04,-1.348862587437e+08,6.942933122568e+06,2.719307256378e+03,-1.103188857503e+00,1.350648283300e+08
1.29600000e+04,-1.343967453620e+08,6.942732586371e+06,2.719730831689e+03,-1.125030727424e+00,1.345759541327e+08
1.31400000e+04,-1.339071554596e+08,6.942528097205e+06,2.720157491791e+03,-1.147111309079e+00,1.340870079768e+08
1.33200000e+04,-1.334174884782e+08,6.942319611788e+06,2.720587270953e+03,-1.169434121803e+00,1.335979893539e+08
1.35000000e+04,-1.329277438533e+08,6.942107086195e+06,2.721020203961e+03,-1.192002750490e+00,1.331088977497e+08
1.36800000e+04,-1.324379210139e+08,6.941890475852e+06,2.721456326122e+03,-1.214820847071e+00,1.326197326446e+08
1.38600000e+04,-1.319480193828e+08,6.941669735522e+06,2.721895673281e+03,-1.237892132039e+00,1.321304935133e+08
1.40400000e+04,-1.314580383763e+08,6.941444819289e+06,2.722338281823e+03,-1.261220396002e+00,1.316411798248e+08
1.42200000e+04,-1.309679774039e+08,6.941215680552e+06,2.722784188689e+03,-1.284809501287e+00,1.311517910423e+08
1.44000000e+04,-1.304778358686e+08,6.940982272006e+06,2.723233431387e+03,-1.308663383586e+00,1.306623266230e+08
